Sentence	IsHeaderFooter	Page	Line	X1	X2	Y	Padding	Font
1215    GENEVA	false	1	18	210.33379	277.78445	395.48096	0.0	Arial
SWITZERLAND	false	1	19	210.33379	274.75525	385.44257	0.0	Arial
Tél:	false	1	20	210.33379	222.6256	375.4042	0.0	Arial
+41 22 710 11 12	false	1	20	226.72287	300.47372	375.4042	0.0	Arial
Fax:	false	1	21	210.33379	222.97466	365.36584	0.0	Arial
+41 22 710 11 10	false	1	21	227.18828	303.03354	365.36584	0.0	Arial
For further information, please contact:	false	1	22	53.93174	227.24142	345.2891	0.0	Arial,Bold
E-mail Address	false	1	23	53.93174	119.36893	325.4548	0.0	Arial,Bold
msds.ts@totsa.com	false	1	23	210.33379	289.38876	325.69727	90.96486	Arial
1.4.   Emergency telephone number	false	1	24	53.93174	253.68886	303.34128	0.0	ArialBlack,Bold
+41 22 9 202 202	false	1	25	53.93174	124.15088	282.3916	0.0	Arial
2. HAZARDS IDENTIFICATION	false	1	26	54.680794	217.24506	239.23145	0.0	ArialBlack,Bold
2.1. Classification of the substance or mixture	false	1	27	53.93174	313.59305	215.03265	0.0	ArialBlack,Bold
REGULATION (EC) No 1272/2008	false	1	28	53.93174	193.78577	193.84058	0.0	Arial,Bold
For the full text of the H-Statements mentioned in this Section, see Section 2.2.	false	1	29	53.93174	368.19214	184.04462	0.0	Arial,Italic
Classification	false	1	30	53.93174	112.37576	163.9679	0.0	Arial,Bold
Flammable liquids  - Category 3  - H226	false	1	31	53.93174	212.77872	154.172	0.0	Arial
Aspiration toxicity  - Category 1  - H304	false	1	32	53.93174	210.28888	144.1336	0.0	Arial
Acute inhalation toxicity - vapor  - Category 4  - H332	false	1	33	53.93174	264.75095	134.09521	0.0	Arial
Skin corrosion/irritation  - Category 2  - H315	false	1	34	53.93174	231.7627	124.056885	0.0	Arial
Carcinogenicity  - Category 2  - H351	false	1	35	53.93174	201.79462	114.01849	0.0	Arial
Specific target organ systemic toxicity (repeated exposure)  - Category 2  - H373	false	1	36	53.93174	373.6482	103.9801	0.0	Arial
Chronic aquatic toxicity  - Category 2  - H411	false	1	37	53.93174	232.76944	93.94177	0.0	Arial
Version  EU	true	1	38	532.3762	575.00226	64.699524	0.0	Arial
Quick-FDS [17484-30716-14059-014697] - 2015-11-13 - 08:31:56	true	1	39	40.0	246.21991	28.0	0.0	Helvetica-Oblique
Page   2 / 17	true	2	1	529.5298	574.7186	754.09827	0.0	Arial
SDS #:	true	2	3	53.93174	83.92178	662.68604	0.0	Arial,Bold
A00786	true	2	3	88.92012	128.90685	662.68604	0.0	Arial,Bold
DIESEL FUEL	true	2	3	262.41788	366.30237	657.4486	133.51103	Arial,Bold
Revision Date:	true	2	4	257.62393	314.31522	635.9655	0.0	Arial,Bold
2014-05-22	true	2	4	318.6761	371.00647	635.9655	0.0	Arial,Bold
Version  2	true	2	4	531.727	574.67664	635.9655	160.72052	Arial,Bold
DIRECTIVE 67/548/EEC or 1999/45/EC	false	2	6	53.93174	214.29784	614.5309	0.0	Arial,Bold
For the full text of the R-phrases mentioned in this Section, see Section 16	false	2	7	53.93174	349.7025	604.735	0.0	Arial,Italic
Classification	false	2	8	53.93174	112.37576	584.65826	0.0	Arial,Bold
Carc. cat. 3;R40 -Xn;R20- Xn;R65 - Xi;R38  - N;R51-53	false	2	9	53.93174	273.73062	574.86237	0.0	Arial
2.2. Label elements	false	2	10	53.93174	167.67778	542.71045	0.0	ArialBlack,Bold
Labelled according to	false	2	11	53.93174	146.83815	521.5183	0.0	Arial,Bold
REGULATION (EC) No 1272/2008	false	2	11	210.33379	348.7047	521.7608	63.495636	Arial
Signal Word	false	2	12	53.93174	106.371376	416.23663	0.0	Arial,Bold
DANGER	false	2	13	53.93174	92.38508	406.44073	0.0	Arial
H226 - Flammable liquid and vapor	false	2	14	53.93174	193.80374	386.60645	0.0	Arial
H304 - May be fatal if swallowed and enters airways	false	2	15	53.93174	261.2454	376.56808	0.0	Arial
H315 - Causes skin irritation	false	2	16	53.93174	166.81987	366.5297	0.0	Arial
H332 - Harmful if inhaled	false	2	17	53.93174	153.33694	356.49133	0.0	Arial
H351 - Suspected of causing cancer	false	2	18	53.93174	198.81941	346.45294	0.0	Arial
H373 - May cause damage to organs through prolonged or repeated exposure	false	2	19	53.93174	365.1989	336.41458	0.0	Arial
H411 - Toxic to aquatic life with long lasting effects	false	2	20	53.93174	255.76236	326.3762	0.0	Arial
Precautionary Statements	false	2	21	53.93174	164.82442	306.29944	0.0	Arial,Bold
P210 - Keep away from heat, hot surfaces, sparks, open flames and other ignition sources. No smoking.	false	2	22	53.93174	467.59738	296.50354	0.0	Arial
P261 - Avoid breathing dust/fume/gas/mist/vapors/spray	false	2	23	53.93174	277.24518	286.46518	0.0	Arial
P280 - Wear protective gloves/ protective clothing/ eye protection/ face protection.	false	2	24	53.93174	379.6706	276.42682	0.0	Arial
P301 + P310 - IF SWALLOWED:	false	2	25	53.93174	171.2279	266.38843	0.0	Arial
Immediately call a POISON CENTER or doctor/physician	false	2	25	175.7393	414.84302	266.38843	0.0	Arial
P331 - Do NOT induce vomiting	false	2	26	53.93174	180.81519	256.35004	0.0	Arial
P403 + P233 - Store in a well-ventilated place. Keep container tightly closed	false	2	27	53.93174	355.9496	246.31165	0.0	Arial
P273 - Avoid release to the environment	false	2	28	53.93174	214.30681	236.27332	0.0	Arial
P501 - Dispose of contents/ container to an approved incineration plant.	false	2	29	53.93174	339.2218	226.23492	0.0	Arial
Contains Fuels, diesel.	false	2	30	53.93174	144.85168	206.40063	0.0	Arial
2.3. Other hazards	false	2	31	53.93174	160.45691	164.35583	0.0	ArialBlack,Bold
Physical-Chemical Properties	false	2	32	53.93174	180.3208	143.16376	0.0	Arial,Bold
The product may form flammable mixtures with air when heated above the flash point.	false	2	32	210.33379	551.54205	143.40619	30.012985	Arial
In the presence of hot spots, there is a special risk of fire or explosion under certain	false	2	33	210.33379	541.07043	133.3678	0.0	Arial
conditions involving accidental release of vapor or leaks of  product under pressure.	false	2	34	210.33379	542.5625	123.32947	0.0	Arial
Version  EU	true	2	35	532.3762	575.00226	64.699524	0.0	Arial
Quick-FDS [17484-30716-14059-014697] - 2015-11-13 - 08:31:56	true	2	36	40.0	246.21991	28.0	0.0	Helvetica-Oblique
Page   3 / 17	true	3	1	529.5298	574.7186	754.09827	0.0	Arial
SDS #:	true	3	3	53.93174	83.92178	662.68604	0.0	Arial,Bold
A00786	true	3	3	88.92012	128.90685	662.68604	0.0	Arial,Bold
DIESEL FUEL	true	3	3	262.41788	366.30237	657.4486	133.51103	Arial,Bold
Revision Date:	true	3	4	257.62393	314.31522	635.9655	0.0	Arial,Bold
2014-05-22	true	3	4	318.6761	371.00647	635.9655	0.0	Arial,Bold
Version  2	true	3	4	531.727	574.67664	635.9655	160.72052	Arial,Bold
Properties Affecting Health	false	3	6	53.93174	169.8041	614.5309	0.0	Arial,Bold
Prolonged or repeated contact may cause skin irritation.	false	3	6	210.33379	432.64948	614.7734	40.529694	Arial
Vapors or mists are irritating for mucous membranes, notably in the eyes. May cause	false	3	7	210.33379	548.0275	604.735	0.0	Arial
central nervous system depression with nausea, headache, dizziness, vomiting, and	false	3	8	210.33379	544.5579	594.69666	0.0	Arial
incoordination.	false	3	9	210.33379	268.78683	584.65826	0.0	Arial
If swallowed accidentally, the product may enter the lungs due to its low viscosity and lead	false	3	10	210.33379	568.53955	574.6199	0.0	Arial
to the rapid development of very serious pulmonary lesions (medical survey during 48	false	3	11	210.33379	550.53546	564.58154	0.0	Arial
hours).	false	3	12	210.33379	238.3064	554.54315	0.0	Arial
3. COMPOSITION/INFORMATION ON INGREDIENTS	false	3	13	54.680794	330.9412	531.4597	0.0	ArialBlack,Bold
3.2.   Mixture	false	3	14	53.93174	132.14275	507.26093	0.0	ArialBlack,Bold
Chemical nature	false	3	15	53.93174	123.86323	486.06882	0.0	Arial,Bold
Fuels, diesel. A complex combination of hydrocarbons produced by the distillation of crude	false	3	15	210.33379	569.53735	486.31128	86.47056	Arial
oil. It consists of hydrocarbons having carbon chain lengths predominantly in the range of	false	3	16	210.33379	564.55774	476.2729	0.0	Arial
C9 to C20 and boiling in the range of approximately 163°C to 357°C. Contains. Mixture of	false	3	17	210.33379	564.98694	466.23453	0.0	Arial
C16-C18 methyl esters.	false	3	18	210.33379	304.74133	456.19617	0.0	Arial
Hazardous ingredients	false	3	19	53.93174	150.8291	445.9153	0.0	Arial,Bold
Chemical Name	false	3	20	81.49686	140.99753	435.82843	0.0	Arial,Bold
EC-No	false	3	20	177.17575	201.58487	435.82843	36.178223	Arial,Bold
REACH registration	false	3	20	212.08157	286.65915	435.82843	10.496704	Arial,Bold
CAS-No	false	3	20	299.42105	329.59885	435.82843	12.761902	Arial,Bold
Weight %	false	3	20	348.80853	384.763	435.82843	19.209686	Arial,Bold
Classification (Dir.	false	3	20	396.84772	466.99908	435.82843	12.084717	Arial,Bold
Classification (Reg.	false	3	20	486.03485	560.1811	435.82843	19.035767	Arial,Bold
No	false	3	21	244.04112	254.69164	426.90543	0.0	Arial,Bold
67/548)	false	3	21	418.32056	445.41428	426.90543	163.62892	Arial,Bold
1272/2008)	false	3	21	502.86356	543.2844	426.90543	57.44928	Arial,Bold
Fuels, diesel	false	3	22	88.78763	133.63486	416.7216	0.0	Arial
269-822-7	false	3	22	171.23328	207.65117	416.7216	37.59842	Arial
68334-30-5	false	3	22	294.12775	334.98798	416.7216	43.431046	Arial
>90	false	3	22	359.8945	373.44534	416.7216	24.906525	Arial
Xn;R20	false	3	22	418.5203	445.16656	416.7216	45.07495	Arial
Flam. Liq. 3 (H226)	false	3	22	488.93118	557.3087	416.7216	43.764618	Arial
Xi;R38	false	3	23	419.81866	443.79626	407.79858	0.0	Arial
Acute Tox. 4 (H332)	false	3	23	487.38315	558.8767	407.79858	43.586884	Arial
Carc. Cat.3;R40	false	3	24	403.23965	460.51926	398.87558	0.0	Arial
Skin Irrit. 2 (H315)	false	3	24	490.7289	555.55096	398.87558	30.209656	Arial
Xn;R65	false	3	25	418.5203	445.16656	389.95258	0.0	Arial
Carc. 2 (H351)	false	3	25	496.92108	549.3108	389.95258	51.754517	Arial
N;R51/53	false	3	26	414.9748	448.72406	381.02957	0.0	Arial
Asp. Tox. 1 (H304)	false	3	26	489.6303	556.6815	381.02957	40.90625	Arial
STOT RE 2 (H373)	false	3	27	489.13092	557.061	372.10657	0.0	Arial
Aquatic Chronic 2 (H411)	false	3	28	478.24472	567.9392	363.18356	0.0	Arial
For the full text of the R-phrases mentioned in this Section, see Section 16.	false	3	29	53.93174	374.1066	342.5734	0.0	Arial,Bold
For the full text of the H-Statements mentioned in this Section, see Section 16.	false	3	30	53.93174	388.0839	332.535	0.0	Arial,Bold
4. FIRST AID MEASURES	false	3	31	54.680794	188.94089	309.69406	0.0	ArialBlack,Bold
4.1.   Description of first-aid measures	false	3	32	53.93174	269.18933	285.49527	0.0	ArialBlack,Bold
General advice	false	3	33	53.93174	117.88581	264.30316	0.0	Arial,Bold
IN CASE OF SERIOUS OR PERSISTENT CONDITIONS, CALL A DOCTOR OR	false	3	34	210.33379	531.48834	254.50726	0.0	Arial
EMERGENCY MEDICAL CARE.	false	3	35	210.33379	340.68683	244.46887	0.0	Arial
Before attempting to rescue casualties, isolate area from all potential sources of ignition	false	3	36	210.33379	560.54877	234.43048	0.0	Arial
including disconnecting electrical supply.	false	3	37	210.33379	372.192	224.39215	0.0	Arial
Ensure adequate ventilation and check that a safe, breathable atmosphere is present	false	3	38	210.33379	551.0928	214.35376	0.0	Arial
before entry into confined spaces.	false	3	39	210.33379	345.23514	204.31537	0.0	Arial
Eye contact	false	3	40	53.93174	104.38488	184.23865	0.0	Arial,Bold
Rinse thoroughly with plenty of water, also under the eyelids.	false	3	40	210.33379	452.13684	184.48108	105.948906	Arial
Check for and remove any contact lenses. Rinse eyes.	false	3	41	210.33379	430.15063	174.44275	0.0	Arial
If eye irritation persists, consult a specialist.	false	3	42	210.33379	383.1761	164.40436	0.0	Arial
Skin contact	false	3	43	53.93174	107.37809	144.32758	0.0	Arial,Bold
Remove contaminated clothing and shoes. Wash skin with soap and water.	false	3	43	210.33379	509.08884	144.57007	102.955696	Arial
High pressure injection of the products under the skin may have very serious consequences	false	3	44	210.33379	575.53284	134.53168	0.0	Arial
even though no symptom or injury may be apparent.	false	3	45	210.33379	418.16885	124.49335	0.0	Arial
In this case, the casualty should be sent immediately to hospital.	false	3	46	210.33379	466.13217	114.454956	0.0	Arial
For minor thermal burns.  Hold the burned area under cold running water for at least five	false	3	47	210.33379	563.03864	104.416565	0.0	Arial
minutes, or until the pain subsides. Wash off with soap and water.	false	3	48	210.33379	471.62424	94.378174	0.0	Arial
Version  EU	true	3	49	532.3762	575.00226	64.699524	0.0	Arial
Quick-FDS [17484-30716-14059-014697] - 2015-11-13 - 08:31:56	true	3	50	40.0	246.21991	28.0	0.0	Helvetica-Oblique
Page   4 / 17	true	4	1	529.5298	574.7186	754.09827	0.0	Arial
SDS #:	true	4	3	53.93174	83.92178	662.68604	0.0	Arial,Bold
A00786	true	4	3	88.92012	128.90685	662.68604	0.0	Arial,Bold
DIESEL FUEL	true	4	3	262.41788	366.30237	657.4486	133.51103	Arial,Bold
Revision Date:	true	4	4	257.62393	314.31522	635.9655	0.0	Arial,Bold
2014-05-22	true	4	4	318.6761	371.00647	635.9655	0.0	Arial,Bold
Version  2	true	4	4	531.727	574.67664	635.9655	160.72052	Arial,Bold
Inhalation	false	4	6	53.93174	96.385	614.5309	0.0	Arial,Bold
Inhalation is unlikely because of the low vapour pressure of the substance at ambient	false	4	6	210.33379	548.5759	614.7734	113.948784	Arial
temperature.  Exposure to vapours may however occur when the substance is handled at	false	4	7	210.33379	565.052	604.735	0.0	Arial
high temperatures with poor ventilation.  In case of exposure to intense concentrations of	false	4	8	210.33379	563.06555	594.69666	0.0	Arial
vapours, fumes or spray, transport the person away from the contaminated zone, keep	false	4	9	210.33379	554.05896	584.65826	0.0	Arial
warm and allow to rest.	false	4	10	210.33379	302.74585	574.6199	0.0	Arial
Immediately begin artificial respiration if breathing has ceased. Call a physician	false	4	11	210.33379	526.5537	564.58154	0.0	Arial
immediately.	false	4	12	210.33379	260.77795	554.54315	0.0	Arial
If there is any suspicion of inhalation of H2S.  Rescuers must wear breathing apparatus,	false	4	13	210.33379	562.0499	544.50476	0.0	Arial
belt and safety rope, and follow rescue procedures. If not breathing, give artificial	false	4	14	210.33379	531.08405	534.4664	0.0	Arial
respiration.  Provision of oxygen may help.  Remove casualty to fresh air as quickly as	false	4	15	210.33379	552.5309	524.428	0.0	Arial
possible.  Obtain medical advice for further treatment.	false	4	16	210.33379	423.6519	514.38965	0.0	Arial
Ingestion	false	4	17	53.93174	93.88616	494.3129	0.0	Arial,Bold
Give nothing to drink.	false	4	17	210.33379	295.26733	494.55536	116.447624	Arial
Do NOT induce vomiting.  as there is high risk of aspiration.  The fluid can enter the lungs	false	4	18	210.33379	565.5375	484.51697	0.0	Arial
and cause damage (chemical pneumonitis, potentially fatal).	false	4	19	210.33379	449.13467	474.4786	0.0	Arial
Take victim immediately to hospital.	false	4	20	210.33379	352.1923	464.44022	0.0	Arial
Do not wait for symptoms to develop.	false	4	21	210.33379	358.2057	454.40186	0.0	Arial
Protection of First-aiders	false	4	22	53.93174	160.81548	434.3251	0.0	Arial,Bold
CAUTION! First aid personnel must be aware of personal risk during rescue!. Use personal	false	4	22	210.33379	572.00024	434.56757	49.51831	Arial
protective equipment. See Section 8 for more detail.	false	4	23	210.33379	417.17108	424.5292	0.0	Arial
4.2.   Most important symptoms and effects, both acute and delayed	false	4	24	53.93174	432.892	402.17322	0.0	ArialBlack,Bold
Eye contact	false	4	25	53.93174	104.38488	380.98108	0.0	Arial,Bold
May cause slight irritation.	false	4	25	210.33379	314.2333	381.22354	105.948906	Arial
Skin contact	false	4	26	53.93174	107.37809	361.1468	0.0	Arial,Bold
May cause skin irritation and/or dermatitis.	false	4	26	210.33379	378.6728	361.38928	102.955696	Arial
Inhalation	false	4	27	53.93174	96.385	341.31253	0.0	Arial,Bold
Inhalation of vapors in high concentration may cause irritation of respiratory system. May	false	4	27	210.33379	562.5263	341.555	113.948784	Arial
cause central nervous system depression with nausea, headache, dizziness, vomiting, and	false	4	28	210.33379	571.03845	331.51663	0.0	Arial
incoordination.	false	4	29	210.33379	268.78683	321.47824	0.0	Arial
Ingestion	false	4	30	53.93174	93.88616	301.4015	0.0	Arial,Bold
Ingestion may cause gastrointestinal irritation, nausea, vomiting and diarrhea. May cause	false	4	30	210.33379	564.53973	301.64398	116.447624	Arial
central nervous system depression.	false	4	31	210.33379	351.7069	291.6056	0.0	Arial
Aspiration may cause pulmonary edema and pneumonitis.	false	4	32	210.33379	441.63815	281.5672	0.0	Arial
4.3.   Indication of immediate medical attention and special treatment needed, if necessary	false	4	33	53.93174	560.5206	259.21124	0.0	ArialBlack,Bold
Notes to physician	false	4	34	53.93174	133.8496	238.0191	0.0	Arial,Bold
Harmful:	false	4	34	210.33379	237.5489	238.2616	76.48419	Arial
If swallowed accidentally, the product may enter the lungs due to its low viscosity	false	4	34	241.43678	568.01825	238.2616	76.48419	Arial
and lead to the rapid development of very serious inhalation pulmonary lesions (medical	false	4	35	210.33379	559.54205	228.2232	0.0	Arial
survey during 48 hours).	false	4	36	210.33379	307.24918	218.18481	0.0	Arial
Treat symptomatically.	false	4	37	210.33379	300.238	208.14642	0.0	Arial
5. FIRE-FIGHTING MEASURES	false	4	38	54.680794	217.2251	185.06305	0.0	ArialBlack,Bold
5.1.   Extinguishing media	false	4	39	53.93174	201.51494	160.86426	0.0	ArialBlack,Bold
Suitable Extinguishing Media	false	4	40	53.93174	178.80171	139.67212	0.0	Arial,Bold
Extinguishing media - small fires:	false	4	40	210.33379	340.86725	139.91461	31.532074	Arial
Carbon dioxide (CO 2). Dry powder.  Sand or earth.	false	4	40	344.8228	546.5564	139.91461	31.532074	Arial
Extinguishing media - large fires:	false	4	41	210.33379	339.64676	129.87622	0.0	Arial
Foam.  Water fog (trained personnel only).	false	4	41	343.56534	512.0641	129.87622	0.0	Arial
Unsuitable Extinguishing Media	false	4	42	53.93174	189.78581	109.79944	0.0	Arial,Bold
Do not use a solid water stream as it may scatter and spread fire.	false	4	42	210.33379	469.61078	110.04193	20.547974	Arial
Simultaneous use of foam and water on the same surface is to be avoided as water	false	4	43	210.33379	542.0771	100.00354	0.0	Arial
destroys the foam.	false	4	44	210.33379	284.27423	89.96521	0.0	Arial
Version  EU	true	4	45	532.3762	575.00226	64.699524	0.0	Arial
Quick-FDS [17484-30716-14059-014697] - 2015-11-13 - 08:31:56	true	4	46	40.0	246.21991	28.0	0.0	Helvetica-Oblique
Page   5 / 17	true	5	1	529.5298	574.7186	754.09827	0.0	Arial
SDS #:	true	5	3	53.93174	83.92178	662.68604	0.0	Arial,Bold
A00786	true	5	3	88.92012	128.90685	662.68604	0.0	Arial,Bold
DIESEL FUEL	true	5	3	262.41788	366.30237	657.4486	133.51103	Arial,Bold
Revision Date:	true	5	4	257.62393	314.31522	635.9655	0.0	Arial,Bold
2014-05-22	true	5	4	318.6761	371.00647	635.9655	0.0	Arial,Bold
Version  2	true	5	4	531.727	574.67664	635.9655	160.72052	Arial,Bold
5.2.   Special hazards arising from the substance or mixture	false	5	6	53.93174	386.83032	602.45575	0.0	ArialBlack,Bold
Special Hazard	false	5	7	53.93174	117.87681	581.2637	0.0	Arial,Bold
Incomplete combustion and thermolysis may produce gases of varying toxicity such as	false	5	7	210.33379	554.0319	581.5061	92.45698	Arial
carbon monoxide, carbon dioxide, various hydrocarbons, aldehydes and soot. These may	false	5	8	210.33379	566.0498	571.4678	0.0	Arial
be highly dangerous if inhaled in confined spaces or at high concentration. Vapors may	false	5	9	210.33379	556.07245	561.4294	0.0	Arial
form explosive mixtures with air.	false	5	10	210.33379	338.197	551.391	0.0	Arial
If sulphur compounds are present in appreciable amounts, combustion products may	false	5	11	210.33379	549.55566	541.3526	0.0	Arial
include also H2S and SOx (sulfur oxides) or sulfuric acid.	false	5	12	210.33379	437.12585	531.3142	0.0	Arial
5.3.   Advice for fire-fighters	false	5	13	53.93174	213.15025	508.95825	0.0	ArialBlack,Bold
Special protective equipment for	false	5	14	53.93174	193.29138	487.7661	0.0	Arial,Bold
In case of a large fire or in confined or poorly ventilated spaces, wear full fire resistant	false	5	14	210.33379	550.05005	488.00858	17.042404	Arial
fire-fighters	false	5	15	53.93174	103.87253	477.72775	0.0	Arial,Bold
protective clothing and self-contained breathing apparatus (SCBA) with a full face-piece	false	5	15	210.33379	558.04987	477.9702	106.46126	Arial
operated in positive pressure mode.	false	5	16	210.33379	353.217	467.93182	0.0	Arial
Other information	false	5	17	53.93174	129.84067	447.8551	0.0	Arial,Bold
Cool down any tanks and surfaces exposed to fire by spraying abundantly with water. Use	false	5	17	210.33379	568.0453	448.09756	80.49312	Arial
water to cool tanks and parts exposed to the thermal flux not caught up in the flames.	false	5	18	210.33379	548.5849	438.05917	0.0	Arial
Fire residues and contaminated fire extinguishing water must be disposed of in accordance	false	5	19	210.33379	572.03625	428.0208	0.0	Arial
with local regulations. Cool containers / tanks with water spray.	false	5	20	210.33379	460.1098	417.98242	0.0	Arial
6. ACCIDENTAL RELEASE MEASURES	false	5	21	54.680794	259.96097	394.89902	0.0	ArialBlack,Bold
6.1.   Personal precautions, protective equipment and emergency procedures	false	5	22	53.93174	482.2995	370.70023	0.0	ArialBlack,Bold
General Information	false	5	23	53.93174	139.34164	349.50812	0.0	Arial,Bold
Except in case of small spillages,  The feasibility of any actions should always be assessed	false	5	23	210.33379	572.02716	349.75058	70.99214	Arial
and advised, if possible, by a trained, competent person in charge of managing the	false	5	24	210.33379	539.09296	339.71222	0.0	Arial
emergency.	false	5	25	210.33379	257.29037	329.67383	0.0	Arial
If required, notify relevant authorities according to all applicable regulations.	false	5	26	210.33379	513.08875	319.63547	0.0	Arial
Avoid direct contact with released material. Evacuate non-essential personnel. For	false	5	27	210.33379	540.0547	309.59708	0.0	Arial
personal protection see section 8.	false	5	28	210.33379	344.73175	299.55872	0.0	Arial
If spilled, take caution, as material can cause surfaces to become very slippery. Ensure	false	5	29	210.33379	556.5398	289.52032	0.0	Arial
adequate ventilation, especially in confined areas.	false	5	30	210.33379	408.68585	279.48193	0.0	Arial
Stay upwind.  In case of large spillages, alert occupants in downwind areas.  Stop or	false	5	31	210.33379	547.56915	269.4436	0.0	Arial
contain leak at the source, if safe to do so. ELIMINATE all ignition sources (no smoking,	false	5	32	210.33379	559.04767	259.4052	0.0	Arial
flares, sparks or flames in immediate area). Cover discharges with foam in order to reduce	false	5	33	210.33379	568.9981	249.36682	0.0	Arial
the risks of ignition.	false	5	34	210.33379	287.26746	239.32843	0.0	Arial
Advice for non-emergency	false	5	35	53.93174	167.31425	219.25171	0.0	Arial,Bold
Do not touch or walk through spilled material. Ensure adequate ventilation. ELIMINATE all	false	5	35	210.33379	568.0362	219.4942	43.01953	Arial
personnel	false	5	36	53.93174	96.88837	209.21332	0.0	Arial,Bold
ignition sources (no smoking, flares, sparks or flames in immediate area). For personal	false	5	36	210.33379	554.5085	209.45581	113.44542	Arial
protection see section 8.	false	5	37	210.33379	307.76154	199.41742	0.0	Arial
Version  EU	true	5	38	532.3762	575.00226	64.699524	0.0	Arial
Quick-FDS [17484-30716-14059-014697] - 2015-11-13 - 08:31:56	true	5	39	40.0	246.21991	28.0	0.0	Helvetica-Oblique
Page   6 / 17	true	6	1	529.5298	574.7186	754.09827	0.0	Arial
SDS #:	true	6	3	53.93174	83.92178	662.68604	0.0	Arial,Bold
A00786	true	6	3	88.92012	128.90685	662.68604	0.0	Arial,Bold
DIESEL FUEL	true	6	3	262.41788	366.30237	657.4486	133.51103	Arial,Bold
Revision Date:	true	6	4	257.62393	314.31522	635.9655	0.0	Arial,Bold
2014-05-22	true	6	4	318.6761	371.00647	635.9655	0.0	Arial,Bold
Version  2	true	6	4	531.727	574.67664	635.9655	160.72052	Arial,Bold
Advice for emergency responders	false	6	6	53.93174	199.29579	614.5309	0.0	Arial,Bold
In case of:	false	6	6	210.33379	251.80733	614.7734	11.037994	Arial
Small spillages:	false	6	7	210.33379	269.86472	604.735	0.0	Arial
normal antistatic working clothes are usually adequate.	false	6	7	273.83344	496.08224	604.735	0.0	Arial
Large spillages:	false	6	8	210.33379	267.70154	594.69666	0.0	Arial
full body suit of chemically resistant and antistatic material.  Work gloves	false	6	8	271.52606	566.0138	594.69666	0.0	Arial
(preferably gauntlets) providing adequate chemical resistance. Remarks:	false	6	9	210.33379	496.04962	584.65826	0.0	Arial
.  Gloves made of	false	6	9	500.1313	569.5194	584.65826	0.0	Arial
PVA are not water-resistant, and are not suitable for emergency use.  Work helmet.	false	6	10	210.33379	541.55585	574.6199	0.0	Arial
Antistatic non-skid safety shoes or boots.  Goggles and/or face shield, if splashes or contact	false	6	11	210.33379	575.0474	564.58154	0.0	Arial
with eyes is possible or anticipated.	false	6	12	210.33379	351.21255	554.54315	0.0	Arial
Respiratory protection.  A half or full-face respirator with filter(s) for organic vapours (and	false	6	13	210.33379	562.005	544.50476	0.0	Arial
