Sentence	IsHeaderFooter	Page	Line	X1	X2	Y	Padding	Font
Klaus F. Meyer GmbH.	false	1	23	88.19	186.41998	343.6	0.0	JIHPFE+NotoSans
1.4Emergency telephone number	false	1	24	48.19	243.05728	321.22	0.0	JKZLMY+NotoSans-Bold
SECTION 2:	false	1	25	52.19	97.860916	291.22	0.0	JKZLMY+NotoSans-Bold
Hazards identification	false	1	25	102.93546	219.65001	291.22	0.0	JKZLMY+NotoSans-Bold
2.1Classification of the substance or mixture	false	1	26	48.19	301.45154	265.91	0.0	JKZLMY+NotoSans-Bold
Classification according to Regulation (EC) No 1272/2008 (CLP)	false	1	27	88.19	380.02054	243.66	0.0	JKZLMY+NotoSans-Bold
Classification	false	1	28	93.19	156.555	216.63	0.0	JKZLMY+NotoSans-Bold
Section	false	1	29	95.53	126.71651	191.09	0.0	JKZLMY+NotoSans-Bold
Hazard class	false	1	29	199.33	252.217	191.09	72.613495	JKZLMY+NotoSans-Bold
Category	false	1	29	332.61	371.183	191.09	80.39299	JKZLMY+NotoSans-Bold
Hazard class and	false	1	29	396.57	467.74902	191.09	25.386993	JKZLMY+NotoSans-Bold
Hazard state-	false	1	29	484.0	540.8225	191.09	16.250977	JKZLMY+NotoSans-Bold
category	false	1	30	413.39	450.91754	178.34	0.0	JKZLMY+NotoSans-Bold
ment	false	1	30	501.1	523.727	178.34	50.182465	JKZLMY+NotoSans-Bold
2.16substance or mixture corrosive to metals	false	1	31	102.7	302.05804	156.85	0.0	JIHPFE+NotoSans
1	false	1	31	349.11	353.67798	156.85	47.05194	JIHPFE+NotoSans
Met. Corr. 1	false	1	31	409.59	453.718	156.85	55.912018	JIHPFE+NotoSans
H290	false	1	31	502.1	521.732	156.85	48.38202	JIHPFE+NotoSans
3.1O	false	1	32	101.86	119.38	136.85	0.0	JIHPFE+NotoSans
acute toxicity (oral)	false	1	32	189.73	260.81802	136.85	70.35	JIHPFE+NotoSans
4	false	1	32	349.11	353.67798	136.85	88.29196	JIHPFE+NotoSans
Acute Tox. 4	false	1	32	408.84	454.472	136.85	55.162018	JIHPFE+NotoSans
H302	false	1	32	502.1	521.732	136.85	47.62802	JIHPFE+NotoSans
3.1D	false	1	33	102.06	119.172	114.51	0.0	JIHPFE+NotoSans
acute toxicity (dermal)	false	1	33	183.7	266.86005	114.51	64.528	JIHPFE+NotoSans
4	false	1	33	349.11	353.67798	114.51	82.24994	JIHPFE+NotoSans
Acute Tox. 4	false	1	33	408.84	454.472	114.51	55.162018	JIHPFE+NotoSans
H312	false	1	33	502.1	521.732	114.51	47.62802	JIHPFE+NotoSans
3.2skin corrosion/irritation	false	1	34	104.98	269.64	94.51	0.0	JIHPFE+NotoSans
2	false	1	34	349.11	353.67798	94.51	79.46997	JIHPFE+NotoSans
Skin Irrit. 2	false	1	34	411.28	452.03998	94.51	57.60202	JIHPFE+NotoSans
H315	false	1	34	502.1	521.732	94.51	50.060028	JIHPFE+NotoSans
3.3serious eye damage/eye irritation	false	1	35	104.98	288.406	72.17	0.0	JIHPFE+NotoSans
2	false	1	35	349.11	353.67798	72.17	60.70398	JIHPFE+NotoSans
Eye Irrit. 2	false	1	35	412.59	450.71796	72.17	58.912018	JIHPFE+NotoSans
H319	false	1	35	502.1	521.732	72.17	51.38205	JIHPFE+NotoSans
United Kingdom:	true	1	36	48.19	106.51088	37.38	0.0	JIHPFE+NotoSans
en	true	1	36	110.67666	123.173996	37.38	0.0	JIHPFE+NotoSans
Page:	true	1	36	499.12	515.0162	35.13	375.94598	JIHPFE+NotoSans
1 / 19	true	1	36	518.99023	546.80853	35.13	375.94598	JIHPFE+NotoSans
Hydroxylamine sulphate	true	2	1	214.17	385.824	788.65	0.0	JKZLMY+NotoSans-Bold
Classification	false	2	2	93.19	156.555	750.63	0.0	JKZLMY+NotoSans-Bold
Section	false	2	3	95.53	126.71651	725.1	0.0	JKZLMY+NotoSans-Bold
Hazard class	false	2	3	199.33	252.217	725.1	72.613495	JKZLMY+NotoSans-Bold
Category	false	2	3	332.61	371.183	725.1	80.39299	JKZLMY+NotoSans-Bold
Hazard class and	false	2	3	396.57	467.74902	725.1	25.386993	JKZLMY+NotoSans-Bold
Hazard state-	false	2	3	484.0	540.8225	725.1	16.250977	JKZLMY+NotoSans-Bold
category	false	2	4	413.39	450.91754	712.35	0.0	JKZLMY+NotoSans-Bold
ment	false	2	4	501.1	523.727	712.35	50.182465	JKZLMY+NotoSans-Bold
3.4S	false	2	5	102.79	118.454	690.86	0.0	JIHPFE+NotoSans
skin sensitisation	false	2	5	193.12	257.432	690.86	74.66599	JIHPFE+NotoSans
1	false	2	5	349.11	353.67798	690.86	91.67798	JIHPFE+NotoSans
Skin Sens. 1	false	2	5	409.57	453.746	690.86	55.89203	JIHPFE+NotoSans
H317	false	2	5	502.1	521.732	690.86	48.354004	JIHPFE+NotoSans
3.6carcinogenicity	false	2	6	104.98	253.55202	668.52	0.0	JIHPFE+NotoSans
2	false	2	6	349.11	353.67798	668.52	95.55797	JIHPFE+NotoSans
Carc. 2	false	2	6	418.93	444.386	668.52	65.252014	JIHPFE+NotoSans
H351	false	2	6	502.1	521.732	668.52	57.71402	JIHPFE+NotoSans
3.9specific target organ toxicity - repeated expos-	false	2	7	104.98	312.2641	648.52	0.0	JIHPFE+NotoSans
2	false	2	7	349.11	353.67798	648.52	36.845886	JIHPFE+NotoSans
STOT RE 2	false	2	7	412.83	450.48596	648.52	59.152008	JIHPFE+NotoSans
H373	false	2	7	502.1	521.732	648.52	51.614044	JIHPFE+NotoSans
ure	false	2	8	218.9	231.652	636.52	0.0	JIHPFE+NotoSans
4.1A	false	2	9	102.42	118.812	614.17	0.0	JIHPFE+NotoSans
hazardous to the aquatic environment - acute	false	2	9	139.65	310.90604	614.17	20.837997	JIHPFE+NotoSans
1	false	2	9	349.11	353.67798	614.17	38.20395	JIHPFE+NotoSans
Aquatic Acute 1	false	2	9	402.55	460.766	614.17	48.87201	JIHPFE+NotoSans
H400	false	2	9	502.1	521.732	614.17	41.334015	JIHPFE+NotoSans
hazard	false	2	10	212.32	238.22401	602.17	0.0	JIHPFE+NotoSans
4.1C	false	2	11	102.46	118.787994	582.17	0.0	JIHPFE+NotoSans
hazardous to the aquatic environment -	false	2	11	151.01	299.54605	582.17	32.222	JIHPFE+NotoSans
3	false	2	11	349.11	353.67798	582.17	49.563934	JIHPFE+NotoSans
Aquatic Chronic 3	false	2	11	398.7	464.604	582.17	45.022034	JIHPFE+NotoSans
H412	false	2	11	502.1	521.732	582.17	37.496002	JIHPFE+NotoSans
chronic hazard	false	2	12	197.42	253.14001	570.17	0.0	JIHPFE+NotoSans
for full text of abbreviations:	false	2	13	90.19	199.76569	544.83	0.0	JIHPFE+NotoSans
see SECTION 16	false	2	13	203.41821	258.20605	544.83	0.0	JIHPFE+NotoSans
The most important adverse physicochemical, human health and environmental effects	false	2	14	88.19	504.34683	520.58	0.0	JKZLMY+NotoSans-Bold
Delayed or immediate effects can be expected after short or long-term exposure.	false	2	15	88.19	449.49414	501.54	0.0	JIHPFE+NotoSans
Spillage and fire water can cause pollution of watercourses.	false	2	16	88.19	353.05957	487.29	0.0	JIHPFE+NotoSans
2.2Label elements	false	2	17	48.19	166.0695	464.92	0.0	JKZLMY+NotoSans-Bold
Labelling according to Regulation (EC) No 1272/2008 (CLP)	false	2	18	88.19	360.29852	442.67	0.0	JKZLMY+NotoSans-Bold
Signal word	false	2	19	88.19	143.974	420.63	0.0	JKZLMY+NotoSans-Bold
warning	false	2	19	184.91	221.65599	420.63	40.936005	JIHPFE+NotoSans
Pictograms	false	2	20	88.19	142.02649	398.6	0.0	JKZLMY+NotoSans-Bold
GHS05, GHS07,	false	2	21	88.19	156.50452	376.57	0.0	JKZLMY+NotoSans-Bold
GHS08, GHS09	false	2	22	88.19	153.79701	362.32	0.0	JKZLMY+NotoSans-Bold
Hazard statements	false	2	24	88.19	178.65851	311.87	0.0	JKZLMY+NotoSans-Bold
H290	false	2	25	88.19	111.731	294.84	0.0	JKZLMY+NotoSans-Bold
May be corrosive to metals.	false	2	25	179.91	302.43155	294.84	68.179	JIHPFE+NotoSans
H302+H312	false	2	26	88.19	140.6965	280.59	0.0	JKZLMY+NotoSans-Bold
Harmful if swallowed or in contact with skin.	false	2	26	179.91	376.7596	280.59	39.2135	JIHPFE+NotoSans
H315	false	2	27	88.19	111.731	266.34	0.0	JKZLMY+NotoSans-Bold
Causes skin irritation.	false	2	27	179.91	275.9075	266.34	68.179	JIHPFE+NotoSans
H317	false	2	28	88.19	111.731	252.09	0.0	JKZLMY+NotoSans-Bold
May cause an allergic skin reaction.	false	2	28	179.91	337.26804	252.09	68.179	JIHPFE+NotoSans
H319	false	2	29	88.19	111.731	237.84	0.0	JKZLMY+NotoSans-Bold
Causes serious eye irritation.	false	2	29	179.91	308.38803	237.84	68.179	JIHPFE+NotoSans
H351	false	2	30	88.19	111.731	223.59	0.0	JKZLMY+NotoSans-Bold
Suspected of causing cancer.	false	2	30	179.91	308.85352	223.59	68.179	JIHPFE+NotoSans
H373	false	2	31	88.19	111.731	209.34	0.0	JKZLMY+NotoSans-Bold
May cause damage to organs (blood, spleen) through prolonged or repeated ex-	false	2	31	179.91	538.2312	209.34	68.179	JIHPFE+NotoSans
posure (if swallowed).	false	2	32	179.91	276.6675	195.09	0.0	JIHPFE+NotoSans
H410	false	2	33	88.19	111.731	180.84	0.0	JKZLMY+NotoSans-Bold
Very toxic to aquatic life with long lasting effects.	false	2	33	179.91	397.29868	180.84	68.179	JIHPFE+NotoSans
Precautionary statements	false	2	34	88.19	212.298	158.59	0.0	JKZLMY+NotoSans-Bold
P201	false	2	35	88.19	110.42	141.56	0.0	JKZLMY+NotoSans-Bold
Obtain special instructions before use.	false	2	35	179.91	351.0051	141.56	69.490005	JIHPFE+NotoSans
P234	false	2	36	88.19	110.42	127.31	0.0	JKZLMY+NotoSans-Bold
Keep only in original container.	false	2	36	179.91	318.439	127.31	69.490005	JIHPFE+NotoSans
P260	false	2	37	88.19	110.42	113.06	0.0	JKZLMY+NotoSans-Bold
Do not breathe dust/fume/gas/mist/vapours/spray.	false	2	37	179.91	408.90753	113.06	69.490005	JIHPFE+NotoSans
P273	false	2	38	88.19	110.42	98.81	0.0	JKZLMY+NotoSans-Bold
Avoid release to the environment.	false	2	38	179.91	330.82703	98.81	69.490005	JIHPFE+NotoSans
P305+P351+P338	false	2	39	88.19	165.72899	84.56	0.0	JKZLMY+NotoSans-Bold
IF IN EYES:	false	2	39	179.91	224.67151	84.56	14.181015	JIHPFE+NotoSans
Rinse cautiously with water for several minutes. Remove contact	false	2	39	229.14766	515.6212	84.56	14.181015	JIHPFE+NotoSans
lenses, if present and easy to do. Continue rinsing.	false	2	40	179.91	404.69913	70.31	0.0	JIHPFE+NotoSans
United Kingdom:	true	2	41	48.19	106.51088	37.38	0.0	JIHPFE+NotoSans
en	true	2	41	110.67666	123.173996	37.38	0.0	JIHPFE+NotoSans
Page:	true	2	41	499.12	515.0162	35.13	375.94598	JIHPFE+NotoSans
2 / 19	true	2	41	518.99023	546.80853	35.13	375.94598	JIHPFE+NotoSans
Hydroxylamine sulphate	true	3	1	214.17	385.824	788.65	0.0	JKZLMY+NotoSans-Bold
Precautionary statements	false	3	2	88.19	212.298	755.63	0.0	JKZLMY+NotoSans-Bold
P312	false	3	3	88.19	110.42	738.6	0.0	JKZLMY+NotoSans-Bold
Call a POISON CENTER/doctor if you feel unwell.	false	3	3	179.91	393.10916	738.6	69.490005	JIHPFE+NotoSans
Supplemental hazard information	false	3	4	88.19	238.6415	716.35	0.0	JIHPFE+NotoSans
EUH044	false	3	5	88.19	124.2235	694.32	0.0	JKZLMY+NotoSans-Bold
Risk of explosion if heated under confinement.	false	3	5	179.91	387.52316	694.32	55.6865	JIHPFE+NotoSans
2.3Other hazards	false	3	6	48.19	161.211	670.94	0.0	JKZLMY+NotoSans-Bold
Risk of explosion if heated under confinement.	false	3	7	88.19	295.80304	651.69	0.0	JIHPFE+NotoSans
Results of PBT and vPvB assessment	false	3	8	88.19	259.08545	630.44	0.0	JKZLMY+NotoSans-Bold
According to the results of its assessment, this substance is not a PBT or a vPvB.	false	3	9	88.19	443.4237	611.41	0.0	JIHPFE+NotoSans
SECTION 3:	false	3	10	52.19	99.91389	582.41	0.0	JKZLMY+NotoSans-Bold
Composition/information on ingredients	false	3	10	105.21654	312.02005	582.41	0.0	JKZLMY+NotoSans-Bold
3.1Substances	false	3	11	48.19	145.918	557.1	0.0	JKZLMY+NotoSans-Bold
Name of substance	false	3	12	88.19	179.32349	534.85	0.0	JKZLMY+NotoSans-Bold
hydroxylamine sulfate (2:1)	false	3	12	322.5	443.10254	534.85	143.17651	JIHPFE+NotoSans
Identifiers	false	3	13	88.19	137.97	512.81	0.0	JKZLMY+NotoSans-Bold
CAS No	false	3	14	88.19	120.87001	490.78	0.0	JIHPFE+NotoSans
10039-54-0	false	3	14	322.5	371.995	490.78	201.62999	JIHPFE+NotoSans
EC No	false	3	15	88.19	114.8755	468.75	0.0	JIHPFE+NotoSans
233-118-8	false	3	15	322.5	366.5705	468.75	207.6245	JIHPFE+NotoSans
Molecular formula	false	3	16	88.19	176.12202	446.71	0.0	JKZLMY+NotoSans-Bold
H8 N2 O6 S	false	3	16	322.5	373.02103	446.71	146.37798	JIHPFE+NotoSans
Molar mass	false	3	17	88.19	142.929	424.68	0.0	JKZLMY+NotoSans-Bold
164.1 g/mol	false	3	17	322.5	371.06207	424.68	179.571	JIHPFE+NotoSans
SECTION 4:	false	3	18	52.19	98.31654	393.55	0.0	JKZLMY+NotoSans-Bold
First aid measures	false	3	18	103.44171	200.81998	393.55	0.0	JKZLMY+NotoSans-Bold
4.1Description of first aid measures	false	3	19	48.19	255.02931	368.25	0.0	JKZLMY+NotoSans-Bold
General notes	false	3	20	88.19	154.49998	346.0	0.0	JKZLMY+NotoSans-Bold
Take off immediately all contaminated clothing.	false	3	21	88.19	299.9925	326.96	0.0	JIHPFE+NotoSans
In all cases of doubt, or when symptoms persist, seek medical advice.	false	3	22	88.19	396.7216	312.71	0.0	JIHPFE+NotoSans
Following inhalation	false	3	23	88.19	185.57452	291.46	0.0	JKZLMY+NotoSans-Bold
Provide fresh air.	false	3	24	88.19	164.16148	272.43	0.0	JIHPFE+NotoSans
If breathing is irregular or stopped, immediately seek medical assistance and start first aid actions.	false	3	25	88.19	527.49866	258.18	0.0	JIHPFE+NotoSans
Following skin contact	false	3	26	88.19	194.76099	236.93	0.0	JKZLMY+NotoSans-Bold
Rinse skin with water/shower.	false	3	27	88.19	221.29446	217.9	0.0	JIHPFE+NotoSans
After contact with skin, take off immediately all contaminated clothing, and wash immediately with	false	3	28	88.19	527.0807	203.65	0.0	JIHPFE+NotoSans
plenty of water.	false	3	29	88.19	157.91049	189.4	0.0	JIHPFE+NotoSans
Following eye contact	false	3	30	88.19	191.61647	168.15	0.0	JKZLMY+NotoSans-Bold
In case of contact with eyes, rinse immediately with plenty of water and seek medical advice.	false	3	31	88.19	499.54974	149.11	0.0	JIHPFE+NotoSans
Remove contact lenses, if present and easy to do. Continue rinsing.	false	3	32	88.19	386.82263	134.86	0.0	JIHPFE+NotoSans
United Kingdom:	true	3	33	48.19	106.51088	37.38	0.0	JIHPFE+NotoSans
en	true	3	33	110.67666	123.173996	37.38	0.0	JIHPFE+NotoSans
Page:	true	3	33	499.12	515.0162	35.13	375.94598	JIHPFE+NotoSans
3 / 19	true	3	33	518.99023	546.80853	35.13	375.94598	JIHPFE+NotoSans
Hydroxylamine sulphate	true	4	1	214.17	385.824	788.65	0.0	JKZLMY+NotoSans-Bold
Following ingestion	false	4	2	88.19	181.29	755.63	0.0	JKZLMY+NotoSans-Bold
Rinse mouth immediately and drink plenty of water.	false	4	3	88.19	319.52457	736.6	0.0	JIHPFE+NotoSans
Do NOT induce vomiting.	false	4	4	88.19	200.06201	722.35	0.0	JIHPFE+NotoSans
Get medical advice/attention if you feel unwell.	false	4	5	88.19	296.7435	708.1	0.0	JIHPFE+NotoSans
Notes for the doctor	false	4	6	88.19	184.53897	686.85	0.0	JKZLMY+NotoSans-Bold
none	false	4	7	88.19	111.01851	667.82	0.0	JIHPFE+NotoSans
4.2Most important symptoms and effects, both acute and delayed	false	4	8	48.19	410.2962	645.44	0.0	JKZLMY+NotoSans-Bold
These information are not available.	false	4	9	88.19	248.85397	626.19	0.0	JIHPFE+NotoSans
4.3Indication of any immediate medical attention and special treatment needed	false	4	10	48.19	483.6144	603.81	0.0	JKZLMY+NotoSans-Bold
none	false	4	11	88.19	111.01851	584.56	0.0	JIHPFE+NotoSans
SECTION 5:	false	4	12	52.19	99.24594	555.56	0.0	JKZLMY+NotoSans-Bold
Firefighting measures	false	4	12	104.47438	219.5	555.56	0.0	JKZLMY+NotoSans-Bold
5.1Extinguishing media	false	4	13	48.19	193.22176	530.26	0.0	JKZLMY+NotoSans-Bold
Suitable extinguishing media	false	4	14	88.19	227.0135	508.0	0.0	JKZLMY+NotoSans-Bold
water, foam, alcohol resistant foam, fire extinguishing powder	false	4	15	88.19	365.9131	488.97	0.0	JIHPFE+NotoSans
Unsuitable extinguishing media	false	4	16	88.19	239.92401	467.72	0.0	JKZLMY+NotoSans-Bold
water jet	false	4	17	88.19	127.34901	448.69	0.0	JIHPFE+NotoSans
5.2Special hazards arising from the substance or mixture	false	4	18	48.19	364.71448	426.31	0.0	JKZLMY+NotoSans-Bold
Hazardous decomposition products:	false	4	19	88.19	239.36588	407.06	0.0	JIHPFE+NotoSans
Section 10.	false	4	19	244.09012	300.78107	407.06	0.0	JIHPFE+NotoSans
Heating may cause an explosion.	false	4	20	88.19	234.75601	392.81	0.0	JIHPFE+NotoSans
Mass explosion hazard.	false	4	21	88.19	192.45251	378.56	0.0	JIHPFE+NotoSans
Substance or mixture corrosive to metals.	false	4	22	88.19	273.75348	364.31	0.0	JIHPFE+NotoSans
5.3Advice for firefighters	false	4	23	48.19	200.61203	341.93	0.0	JKZLMY+NotoSans-Bold
In case of fire and/or explosion do not breathe fumes.	false	4	24	88.19	328.56857	322.68	0.0	JIHPFE+NotoSans
Co-ordinate firefighting measures to the fire surroundings.	false	4	25	88.19	351.055	308.43	0.0	JIHPFE+NotoSans
Do not allow firefighting water to enter drains or water courses.	false	4	26	88.19	372.62955	294.18	0.0	JIHPFE+NotoSans
Collect contaminated firefighting water separately.	false	4	27	88.19	314.3945	279.93	0.0	JIHPFE+NotoSans
Fight fire with normal precautions from a reasonable distance.	false	4	28	88.19	366.39755	265.68	0.0	JIHPFE+NotoSans
Special protective equipment for firefighters	false	4	29	88.19	300.09695	244.43	0.0	JKZLMY+NotoSans-Bold
chemical protection suit, self-contained breathing apparatus (EN 133)	false	4	30	88.19	396.7976	225.4	0.0	JIHPFE+NotoSans
United Kingdom:	true	4	31	48.19	106.51088	37.38	0.0	JIHPFE+NotoSans
en	true	4	31	110.67666	123.173996	37.38	0.0	JIHPFE+NotoSans
Page:	true	4	31	499.12	515.0162	35.13	375.94598	JIHPFE+NotoSans
4 / 19	true	4	31	518.99023	546.80853	35.13	375.94598	JIHPFE+NotoSans
Hydroxylamine sulphate	true	5	1	214.17	385.824	788.65	0.0	JKZLMY+NotoSans-Bold
SECTION 6:	false	5	2	52.19	99.45894	752.88	0.0	JKZLMY+NotoSans-Bold
Accidental release measures	false	5	2	104.711044	251.76994	752.88	0.0	JKZLMY+NotoSans-Bold
6.1Personal precautions, protective equipment and emergency procedures	false	5	3	48.19	455.97015	727.58	0.0	JKZLMY+NotoSans-Bold
For non-emergency personnel	false	5	4	88.19	230.40498	705.33	0.0	JKZLMY+NotoSans-Bold
Remove persons to safety.	false	5	5	88.19	205.89502	686.29	0.0	JIHPFE+NotoSans
Ventilate affected area.	false	5	6	88.19	191.28398	672.04	0.0	JIHPFE+NotoSans
Wearing of suitable protective equipment (including personal protective equipment referred to under	false	5	7	88.19	540.5327	657.79	0.0	JIHPFE+NotoSans
Section 8 of the safety data sheet) to prevent any contamination of skin, eyes and personal clothing.	false	5	8	88.19	532.3058	643.54	0.0	JIHPFE+NotoSans
For emergency responders	false	5	9	88.19	214.89148	622.29	0.0	JKZLMY+NotoSans-Bold
Wear breathing apparatus if exposed to vapours/dust/spray/gases.	false	5	10	88.19	387.27856	603.26	0.0	JIHPFE+NotoSans
6.2Environmental precautions	false	5	11	48.19	227.72327	580.88	0.0	JKZLMY+NotoSans-Bold
Keep away from drains, surface and ground water.	false	5	12	88.19	314.11902	561.63	0.0	JIHPFE+NotoSans
Retain contaminated washing water and dispose of it.	false	5	13	88.19	327.40955	547.38	0.0	JIHPFE+NotoSans
If substance has entered a water course or sewer, inform the responsible authority.	false	5	14	88.19	460.08664	533.13	0.0	JIHPFE+NotoSans
6.3Methods and material for containment and cleaning up	false	5	15	48.19	372.238	510.76	0.0	JKZLMY+NotoSans-Bold
Advices on how to contain a spill	false	5	16	88.19	242.5365	488.5	0.0	JKZLMY+NotoSans-Bold
take up mechanically	false	5	17	88.19	181.8885	469.47	0.0	JIHPFE+NotoSans
Advices on how to clean up a spill	false	5	18	88.19	246.6025	448.22	0.0	JKZLMY+NotoSans-Bold
Take up mechanically.	false	5	19	88.19	186.29651	429.19	0.0	JIHPFE+NotoSans
Collect spillage.	false	5	20	88.19	157.36899	414.94	0.0	JIHPFE+NotoSans
Appropriate containment techniques	false	5	21	88.19	264.396	393.69	0.0	JKZLMY+NotoSans-Bold
Neutralisation techniques.	false	5	22	88.19	205.64801	374.65	0.0	JIHPFE+NotoSans
Other information relating to spills and releases	false	5	23	88.19	317.14954	353.4	0.0	JKZLMY+NotoSans-Bold
Place in appropriate containers for disposal.	false	5	24	88.19	284.45047	334.37	0.0	JIHPFE+NotoSans
Ventilate affected area.	false	5	25	88.19	191.28398	320.12	0.0	JIHPFE+NotoSans
6.4Reference to other sections	false	5	26	48.19	228.91231	297.74	0.0	JKZLMY+NotoSans-Bold
Personal protective equipment:	false	5	27	88.19	218.78313	278.49	0.0	JIHPFE+NotoSans
see section 8.	false	5	27	223.28633	290.8345	278.49	0.0	JIHPFE+NotoSans
Incompatible materials:	false	5	28	88.19	186.08237	264.24	0.0	JIHPFE+NotoSans
see section 10.	false	5	28	190.53201	261.72647	264.24	0.0	JIHPFE+NotoSans
Disposal considerations:	false	5	29	88.19	189.61224	249.99	0.0	JIHPFE+NotoSans
see section 13.	false	5	29	194.02191	264.5765	249.99	0.0	JIHPFE+NotoSans
SECTION 7:	false	5	30	52.19	100.075806	220.99	0.0	JKZLMY+NotoSans-Bold
Handling and storage	false	5	30	105.396454	217.13002	220.99	0.0	JKZLMY+NotoSans-Bold
7.1Precautions for safe handling	false	5	31	48.19	239.09055	195.69	0.0	JKZLMY+NotoSans-Bold
Measures to prevent fire as well as aerosol and dust generation	false	5	32	88.19	389.67236	173.43	0.0	JKZLMY+NotoSans-Bold
Use local and general ventilation.	false	5	33	88.19	236.19997	154.4	0.0	JIHPFE+NotoSans
United Kingdom:	true	5	34	48.19	106.51088	37.38	0.0	JIHPFE+NotoSans
en	true	5	34	110.67666	123.173996	37.38	0.0	JIHPFE+NotoSans
Page:	true	5	34	499.12	515.0162	35.13	375.94598	JIHPFE+NotoSans
5 / 19	true	5	34	518.99023	546.80853	35.13	375.94598	JIHPFE+NotoSans
Hydroxylamine sulphate	true	6	1	214.17	385.824	788.65	0.0	JKZLMY+NotoSans-Bold
Specific notes/details	false	6	2	88.19	189.20349	755.63	0.0	JKZLMY+NotoSans-Bold
None.	false	6	3	88.19	114.90401	736.6	0.0	JIHPFE+NotoSans
Handling of incompatible substances or mixtures	false	6	4	88.19	321.73795	715.35	0.0	JKZLMY+NotoSans-Bold
Do not mix with alkali.	false	6	5	88.19	186.86649	696.32	0.0	JIHPFE+NotoSans
Keep away from	false	6	6	88.19	164.81699	675.07	0.0	JKZLMY+NotoSans-Bold
