Sentence	IsHeaderFooter	Page	Line	X1	X2	Y	Padding	Font
No.1, Jalan Meranti Puchong,	false	1	29	242.99998	361.56595	257.94305	55.989	FAAAAH+ArialMT
D’25@Meranti Puchong	false	1	30	242.99998	338.68796	247.59404	55.989	FAAAAH+ArialMT
Selangor Darul Ehsan	false	1	31	242.99998	343.55695	237.24504	55.989	FAAAAH+ArialMT
47120	false	1	31	353.55597	391.08603	237.24504	9.999023	FAAAAH+ArialMT
Malaysia	false	1	31	401.07602	436.59	237.24504	9.98999	FAAAAH+ArialMT
Supplier General Contact	false	1	32	76.9	184.918	216.54704	0.0	FAAABB+Arial-BoldMT
+603-8066 5081	false	1	32	327.05	392.85797	216.54704	142.13199	FAAAAH+ArialMT
Supplier:	false	1	33	81.0	187.51497	184.34804	0.0	FAAABB+Arial-BoldMT
OPTIMUM FLUIDS MARKETING SENDIRIAN BERHAD (668909-D)	false	1	33	241.49698	517.0138	184.34804	53.98201	FAAABB+Arial-BoldMT
PLOT 110, LGR.PERINDUSTRIAN, BUKIT MINYAK 11	false	1	34	242.99998	464.55298	173.99904	55.989	FAAAAH+ArialMT
KAW.PENINDUSTRIAN, Bukit Mertajam	false	1	35	242.99998	404.52304	163.65004	55.989	FAAAAH+ArialMT
Penang	false	1	36	242.99998	286.53296	153.30104	55.989	FAAAAH+ArialMT
14100	false	1	36	296.53198	334.06195	153.30104	9.999023	FAAAAH+ArialMT
Malaysia	false	1	36	344.06094	379.56592	153.30104	9.998993	FAAAAH+ArialMT
Supplier General Contact	false	1	37	76.9	184.918	132.60304	0.0	FAAABB+Arial-BoldMT
+604-510 2166	false	1	37	327.05	387.85397	132.60304	142.13199	FAAAAH+ArialMT
Supplier:	false	1	38	81.0	187.51497	100.40401	0.0	FAAABB+Arial-BoldMT
TIMUR LUBE SDN. BHD. (806793-H)	false	1	38	241.49698	393.516	100.40401	53.98201	FAAABB+Arial-BoldMT
Wisma Hubline,1st Floor, Lease No.3815, Lot 10914, Section 64	false	1	39	242.99998	499.644	90.05501	55.989	FAAAAH+ArialMT
KTLD, Jalan Datuk Abang Abdul Rahim	false	1	40	242.99998	401.08496	79.70601	55.989	FAAAAH+ArialMT
Product Name:	true	2	2	50.5	133.03299	718.682	2.4420013	FAAAAH+ArialMT
MOBIL SUPER 1000 10W-30	true	2	2	140.359	284.646	718.682	7.326004	FAAAAH+ArialMT
Revision Date:	true	2	3	45.0	113.03099	707.909	0.0	FAAAAH+ArialMT
25 Jan 2021	true	2	3	117.02699	166.57198	707.909	3.9960022	FAAAAH+ArialMT
Page 2 of 11	true	2	4	45.0	96.59999	698.498	0.0	FAAAAH+ArialMT
93450 Kuching	false	2	6	242.99998	303.04797	669.963	55.989	FAAAAH+ArialMT
Sarawak	false	2	7	242.99998	303.02097	659.614	55.989	FAAAAH+ArialMT
Malaysia	false	2	7	323.01898	358.52396	659.614	19.998016	FAAAAH+ArialMT
Supplier General Contact	false	2	8	76.9	184.918	638.916	0.0	FAAABB+Arial-BoldMT
+6082 338567	false	2	8	327.05	384.857	638.916	142.13199	FAAAAH+ArialMT
SECTION 2	false	2	9	50.75	103.54	595.83	2.2200012	FAAABB+Arial-BoldMT
HAZARDS IDENTIFICATION	false	2	9	122.65	254.31	595.83	19.11	FAAABB+Arial-BoldMT
This material is not hazardous according to regulatory guidelines (see SDS Section 15).	false	2	10	45.0	432.41995	569.78204	0.0	FAAAAH+ArialMT
Other hazard information:	false	2	12	45.0	167.78	535.28503	0.0	FAAABB+Arial-BoldMT
PHYSICAL / CHEMICAL HAZARDS	false	2	13	45.0	208.33	500.78802	0.0	FAAABB+Arial-BoldMT
No significant hazards.	false	2	14	86.0	187.16	489.28903	2.2200012	FAAAAH+ArialMT
HEALTH HAZARDS	false	2	15	45.0	137.22	466.29102	0.0	FAAABB+Arial-BoldMT
High-pressure injection under skin may cause serious damage.	false	2	16	86.0	370.57996	454.79202	2.2200012	FAAAAH+ArialMT
Excessive exposure may result in eye, skin,	false	2	16	375.02997	571.2199	454.79202	4.450012	FAAAAH+ArialMT
or respiratory irritation.	false	2	17	81.0	181.03	443.29303	0.0	FAAAAH+ArialMT
ENVIRONMENTAL HAZARDS	false	2	18	45.0	183.89	420.29504	0.0	FAAABB+Arial-BoldMT
No significant hazards.	false	2	19	86.0	187.16	408.79602	2.2200012	FAAAAH+ArialMT
NOTE:	false	2	21	45.0	81.67	374.299	0.0	FAAABB+Arial-BoldMT
This material should not be used for any other purpose than the recommended use in Section 1 without	false	2	21	91.11	550.2699	374.299	2.2200012	FAAAAH+ArialMT
expert advice. Health studies have shown that chemical exposure may cause potential human health risks which may	false	2	22	45.0	566.3799	362.80002	0.0	FAAAAH+ArialMT
vary from person to person.	false	2	23	45.0	167.27998	351.30103	0.0	FAAAAH+ArialMT
SECTION 3	false	2	24	50.75	103.54	327.55304	2.2200012	FAAABB+Arial-BoldMT
COMPOSITION AND INFORMATION OF THE INGREDIENTS OF THE HAZARDOUS	false	2	24	126.9	515.23004	327.55304	2.2200012	FAAABB+Arial-BoldMT
CHEMICAL	false	2	25	121.9	174.68001	316.05405	0.0	FAAABB+Arial-BoldMT
This material is defined as a mixture.	false	2	27	45.0	207.83998	292.30603	0.0	FAAAAH+ArialMT
Hazardous Substance(s) or Complex Substance(s) required for disclosure	false	2	28	45.0	398.9719	269.308	0.0	FAAABB+Arial-BoldMT
Name	false	2	29	46.5	75.506996	257.24704	0.0	FAAAAH+ArialMT
CAS#	false	2	29	295.5	324.003	257.24704	219.99301	FAAAAH+ArialMT
Concentration*	false	2	29	365.25	434.253	257.24704	41.24701	FAAAAH+ArialMT
GHS Hazard Codes	false	2	29	444.75	526.76697	257.24704	10.497009	FAAABB+Arial-BoldMT
ZINC ALKYL DITHIOPHOSPHATE	false	2	30	46.5	170.97198	247.08603	0.0	FAAAAH+ArialMT
113706-15-3	false	2	30	295.5	344.86798	247.08603	124.528015	FAAAAH+ArialMT
0.1 - < 1%	false	2	30	365.25	405.938	247.08603	20.382019	FAAAAH+ArialMT
[H303], [H401], H411,	false	2	30	444.75	528.358	247.08603	38.81201	FAAAAH+ArialMT
H315, H318	false	2	31	444.75	487.44598	237.88702	0.0	FAAAAH+ArialMT
Note - any hazard code in brackets [Hxxx] is a GHS building block that was not adopted by Malaysia in the CLASS	false	2	32	45.0	557.594	225.31201	0.0	FAAAAH+ArialMT
Regulation and therefore is not applicable in Malaysia and is shown for informational purposes only.	false	2	33	45.0	485.80988	213.81302	0.0	FAAAAH+ArialMT
* All concentrations are percent by weight unless ingredient is a gas. Gas concentrations are in percent by volume.	false	2	35	50.0	556.3798	190.81503	2.2200012	FAAAAH+ArialMT
SECTION 4	false	2	36	50.75	103.54	164.76703	2.2200012	FAAABB+Arial-BoldMT
FIRST AID MEASURES	false	2	36	127.65	235.98999	164.76703	2.2200012	FAAABB+Arial-BoldMT
INHALATION	false	2	37	45.0	106.66	141.01904	0.0	FAAABB+Arial-BoldMT
Remove from further exposure.	false	2	38	81.0	224.94997	129.52002	0.0	FAAAAH+ArialMT
For those providing assistance, avoid exposure to yourself or others.	false	2	38	229.38997	537.8798	129.52002	4.4400024	FAAAAH+ArialMT
Use	false	2	38	542.3198	562.8798	129.52002	4.4400024	FAAAAH+ArialMT
adequate respiratory protection.	false	2	39	81.0	227.74998	118.02103	0.0	FAAAAH+ArialMT
If respiratory irritation, dizziness, nausea, or unconsciousness occurs, seek	false	2	39	232.19998	566.7899	118.02103	4.449997	FAAAAH+ArialMT
immediate medical assistance.	false	2	40	81.0	222.72	106.522026	0.0	FAAAAH+ArialMT
If breathing has stopped, assist ventilation with a mechanical device or use	false	2	40	227.17	560.68994	106.522026	4.449997	FAAAAH+ArialMT
mouth-to-mouth resuscitation.	false	2	41	81.0	213.28	95.023026	0.0	FAAAAH+ArialMT
Product Name:	true	3	2	50.5	133.03299	718.682	2.4420013	FAAAAH+ArialMT
MOBIL SUPER 1000 10W-30	true	3	2	140.359	284.646	718.682	7.326004	FAAAAH+ArialMT
Revision Date:	true	3	3	45.0	113.03099	707.909	0.0	FAAAAH+ArialMT
25 Jan 2021	true	3	3	117.02699	166.57198	707.909	3.9960022	FAAAAH+ArialMT
Page 3 of 11	true	3	4	45.0	96.59999	698.498	0.0	FAAAAH+ArialMT
SKIN CONTACT	false	3	6	45.0	120.55	669.025	0.0	FAAABB+Arial-BoldMT
Wash contact areas with soap and water.	false	3	7	81.0	269.43	657.526	0.0	FAAAAH+ArialMT
If product is injected into or under the skin, or into any part of the	false	3	7	273.87	561.8098	657.526	4.4400024	FAAAAH+ArialMT
body, regardless of the appearance of the wound or its size, the individual should be evaluated immediately by	false	3	8	81.0	571.84985	646.027	0.0	FAAAAH+ArialMT
a physician as a surgical emergency. Even though initial symptoms from high pressure injection may be	false	3	9	81.0	541.7698	634.528	0.0	FAAAAH+ArialMT
minimal or absent, early surgical treatment within the first few hours may significantly reduce the ultimate extent	false	3	10	81.0	576.20984	623.029	0.0	FAAAAH+ArialMT
of injury.	false	3	11	81.0	118.78999	611.53	0.0	FAAAAH+ArialMT
EYE CONTACT	false	3	12	45.0	116.670006	588.53204	0.0	FAAABB+Arial-BoldMT
Flush thoroughly with water.	false	3	13	81.0	211.06	577.033	0.0	FAAAAH+ArialMT
If irritation occurs, get medical assistance.	false	3	13	215.5	401.12997	577.033	4.4400024	FAAAAH+ArialMT
INGESTION	false	3	14	45.0	100.0	554.03503	0.0	FAAABB+Arial-BoldMT
First aid is normally not required. Seek medical attention if discomfort occurs.	false	3	15	81.0	421.6899	542.536	0.0	FAAAAH+ArialMT
NOTE TO PHYSICIAN	false	3	16	45.0	146.67	519.538	0.0	FAAABB+Arial-BoldMT
None	false	3	17	81.0	104.9	508.03906	0.0	FAAAAH+ArialMT
SECTION 5	false	3	18	50.75	103.54	472.79202	2.2200012	FAAABB+Arial-BoldMT
FIRE FIGHTING MEASURES	false	3	18	126.15	258.93	472.79202	2.2200012	FAAABB+Arial-BoldMT
EXTINGUISHING MEDIA	false	3	19	45.0	158.89	449.044	0.0	FAAABB+Arial-BoldMT
Appropriate Extinguishing Media:	false	3	20	81.0	243.78	437.54504	0.0	FAAABB+Arial-BoldMT
Use water fog, foam, dry chemical or carbon dioxide (CO2) to extinguish	false	3	20	251.0	573.3699	437.54504	2.2200012	FAAAAH+ArialMT
flames.	false	3	21	81.0	113.229996	426.04605	0.0	FAAAAH+ArialMT
Inappropriate Extinguishing Media:	false	3	22	81.0	251.00998	403.04803	0.0	FAAABB+Arial-BoldMT
Straight streams of water	false	3	22	258.22998	369.37994	403.04803	2.2200012	FAAAAH+ArialMT
FIRE FIGHTING	false	3	23	45.0	118.33	380.05002	0.0	FAAABB+Arial-BoldMT
Fire Fighting Instructions:	false	3	24	81.0	207.66	368.55103	0.0	FAAABB+Arial-BoldMT
Evacuate area.	false	3	24	214.88	287.70996	368.55103	2.2200012	FAAAAH+ArialMT
Prevent run-off from fire control or dilution from entering	false	3	24	292.14996	541.1398	368.55103	4.4400024	FAAAAH+ArialMT
streams, sewers or drinking water supply.	false	3	25	81.0	270.50998	357.05203	0.0	FAAAAH+ArialMT
Fire-fighters should use standard protective equipment and in	false	3	25	274.95996	549.5499	357.05203	4.4499817	FAAAAH+ArialMT
enclosed spaces, self-contained breathing apparatus (SCBA).	false	3	26	81.0	360.04996	345.55304	0.0	FAAAAH+ArialMT
Use water spray to cool fire exposed surfaces	false	3	26	364.48996	569.57983	345.55304	4.4400024	FAAAAH+ArialMT
and to protect personnel.	false	3	27	81.0	197.18999	334.05402	0.0	FAAAAH+ArialMT
Hazardous Combustion Products:	false	3	28	81.0	248.23	311.05603	0.0	FAAABB+Arial-BoldMT
Aldehydes, Incomplete combustion products, Oxides of carbon, Smoke,	false	3	28	257.66998	577.2799	311.05603	2.219986	FAAAAH+ArialMT
Fume, Sulphur oxides	false	3	29	81.0	178.26999	299.55704	0.0	FAAAAH+ArialMT
FLAMMABILITY PROPERTIES	false	3	30	45.0	189.99998	276.55902	0.0	FAAABB+Arial-BoldMT
Flash Point [Method]:	false	3	31	81.0	185.99	265.06003	0.0	FAAABB+Arial-BoldMT
220°C	false	3	31	193.21	226.67	265.06003	2.2200012	FAAAAH+ArialMT
(428°F)	false	3	31	231.11	270.12	265.06003	4.4400024	FAAAAH+ArialMT
[ASTM D-92]	false	3	31	274.56	332.34998	265.06003	4.4400024	FAAAAH+ArialMT
Flammable Limits (Approximate volume % in air):	false	3	32	81.0	318.27	253.56104	0.0	FAAABB+Arial-BoldMT
LEL:	false	3	32	330.49	356.62	253.56104	4.4400024	FAAAAH+ArialMT
0.9	false	3	32	361.06	388.86	253.56104	4.4400024	FAAAAH+ArialMT
UEL:	false	3	32	399.96	414.55124	253.56104	11.100006	FAAAAH+ArialMT
7.0	false	3	32	419.41498	438.87	253.56104	11.100006	FAAAAH+ArialMT
Autoignition Temperature:	false	3	33	81.0	209.33	242.06201	0.0	FAAABB+Arial-BoldMT
N/D	false	3	33	216.55	236.55	242.06201	2.2200012	FAAAAH+ArialMT
SECTION 6	false	3	35	50.75	103.54	204.51501	2.2200012	FAAABB+Arial-BoldMT
ACCIDENTAL RELEASE MEASURES	false	3	35	128.4	302.86	204.51501	2.2199936	FAAABB+Arial-BoldMT
PERSONAL PRECAUTIONS, PROTECTIVE EQUIPMENT AND EMERGENCY PROCEDURES	false	3	36	45.0	472.8201	180.76703	0.0	FAAABB+Arial-BoldMT
In the event of a spill or accidental release, notify relevant authorities in accordance with all applicable	false	3	37	81.0	533.4799	169.26804	0.0	FAAAAH+ArialMT
regulations.	false	3	38	81.0	132.7	157.76904	0.0	FAAAAH+ArialMT
PROTECTIVE MEASURES	false	3	39	45.0	168.35	134.771	0.0	FAAABB+Arial-BoldMT
Avoid contact with spilled material.	false	3	40	81.0	239.4	123.27204	0.0	FAAAAH+ArialMT
See Section 6 for fire fighting information.	false	3	40	243.84999	432.83994	123.27204	4.449997	FAAAAH+ArialMT
See the Hazard Identification	false	3	40	437.27994	568.4699	123.27204	4.4400024	FAAAAH+ArialMT
Section for Significant Hazards.	false	3	41	81.0	226.06998	111.77304	0.0	FAAAAH+ArialMT
See Section 5 for First Aid Advice.	false	3	41	230.50998	387.79996	111.77304	4.4400024	FAAAAH+ArialMT
See Section 8 for advice on the minimum	false	3	41	392.23996	577.3299	111.77304	4.4400024	FAAAAH+ArialMT
requirements for personal protective equipment. Additional protective measures may be necessary, depending	false	3	42	81.0	571.8198	100.27404	0.0	FAAAAH+ArialMT
on the specific circumstances and/or the expert judgment of the emergency responders.	false	3	43	81.0	469.5399	88.77504	0.0	FAAAAH+ArialMT
Product Name:	true	4	2	50.5	133.03299	718.682	2.4420013	FAAAAH+ArialMT
MOBIL SUPER 1000 10W-30	true	4	2	140.359	284.646	718.682	7.326004	FAAAAH+ArialMT
Revision Date:	true	4	3	45.0	113.03099	707.909	0.0	FAAAAH+ArialMT
25 Jan 2021	true	4	3	117.02699	166.57198	707.909	3.9960022	FAAAAH+ArialMT
Page 4 of 11	true	4	4	45.0	96.59999	698.498	0.0	FAAAAH+ArialMT
For emergency responders:	false	4	6	81.0	209.38998	669.025	0.0	FAAAAH+ArialMT
Respiratory protection:	false	4	6	213.82999	308.59497	669.025	4.4400024	FAAAAH+ArialMT
respiratory protection will be necessary only in special	false	4	6	312.90247	558.4299	669.025	4.4400024	FAAAAH+ArialMT
cases, e.g., formation of mists.	false	4	7	81.0	222.15999	657.526	0.0	FAAAAH+ArialMT
Half-face or full-face respirator with filter(s) for dust/organic vapor or Self	false	4	7	226.59999	548.9398	657.526	4.4400024	FAAAAH+ArialMT
Contained Breathing Apparatus (SCBA) can be used depending on the size of spill and potential level of	false	4	8	81.0	543.5199	646.02704	0.0	FAAAAH+ArialMT
exposure.	false	4	9	81.0	130.47	634.528	0.0	FAAAAH+ArialMT
If the exposure cannot be completely characterized or an oxygen deficient atmosphere is possible	false	4	9	134.92	569.60986	634.528	4.449997	FAAAAH+ArialMT
or anticipated, SCBA is recommended.	false	4	10	81.0	258.86	623.02905	0.0	FAAAAH+ArialMT
Work gloves that are resistant to hydrocarbons are recommended.	false	4	10	263.3	562.32983	623.02905	4.4400024	FAAAAH+ArialMT
Gloves made of polyvinyl acetate (PVA) are not water-resistant and are not suitable for emergency use.	false	4	11	81.0	544.0099	611.53	0.0	FAAAAH+ArialMT
Chemical goggles are recommended if splashes or contact with eyes is possible.	false	4	12	81.0	443.39996	600.031	0.0	FAAAAH+ArialMT
Small spills:	false	4	12	447.83997	501.18594	600.031	4.4400024	FAAAAH+ArialMT
normal	false	4	12	505.63144	536.74994	600.031	4.4400024	FAAAAH+ArialMT
antistatic work clothes are usually adequate.	false	4	13	81.0	282.77997	588.53204	0.0	FAAAAH+ArialMT
Large spills:	false	4	13	287.21997	336.27478	588.53204	4.4400024	FAAAAH+ArialMT
full body suit of chemical resistant, antistatic	false	4	13	340.36267	540.66986	588.53204	4.4400024	FAAAAH+ArialMT
material is recommended.	false	4	14	81.0	196.03998	577.033	0.0	FAAAAH+ArialMT
ENVIRONMENTAL PRECAUTIONS	false	4	16	45.0	207.78	542.536	0.0	FAAABB+Arial-BoldMT
Large Spills:	false	4	17	81.0	141.59	531.037	0.0	FAAAAH+ArialMT
Dyke far ahead of liquid spill for later recovery and disposal.	false	4	17	146.03	416.16992	531.037	4.4400024	FAAAAH+ArialMT
Prevent entry into waterways,	false	4	17	420.60992	554.54987	531.037	4.4400024	FAAAAH+ArialMT
sewers, basements or confined areas.	false	4	18	81.0	249.97997	519.53796	0.0	FAAAAH+ArialMT
METHODS AND MATERIAL FOR CONTAINMENT AND CLEANING UP	false	4	19	45.0	370.54004	485.04102	0.0	FAAABB+Arial-BoldMT
Land Spill:	false	4	20	81.0	134.89	473.54202	0.0	FAAABB+Arial-BoldMT
Stop leak if you can do so without risk.	false	4	20	142.11	317.74994	473.54202	2.2200012	FAAAAH+ArialMT
Recover by pumping or with suitable absorbent.	false	4	20	322.18994	533.41986	473.54202	4.4400024	FAAAAH+ArialMT
Water Spill:	false	4	21	81.0	138.78	450.544	0.0	FAAABB+Arial-BoldMT
Stop leak if you can do so without risk.	false	4	21	146.0	321.64996	450.544	2.2200012	FAAAAH+ArialMT
Confine the spill immediately with booms.	false	4	21	326.08997	515.05994	450.544	4.4400024	FAAAAH+ArialMT
Warn other	false	4	21	519.4999	571.7499	450.544	4.4399414	FAAAAH+ArialMT
shipping.	false	4	22	81.0	126.59	439.045	0.0	FAAAAH+ArialMT
Remove from the surface by skimming or with suitable absorbents.	false	4	22	131.03	431.70993	439.045	4.4400024	FAAAAH+ArialMT
Seek the advice of a specialist	false	4	22	436.14993	573.44995	439.045	4.4400024	FAAAAH+ArialMT
before using dispersants.	false	4	23	81.0	192.72998	427.54602	0.0	FAAAAH+ArialMT
Water spill and land spill recommendations are based on the most likely spill scenario for this material;	false	4	24	81.0	535.6499	404.54803	0.0	FAAAAH+ArialMT
however, geographic conditions, wind, temperature, (and in the case of a water spill) wave and current direction	false	4	25	81.0	576.8198	393.04904	0.0	FAAAAH+ArialMT
and speed may greatly influence the appropriate action to be taken.	false	4	26	81.0	385.08994	381.55005	0.0	FAAAAH+ArialMT
For this reason, local experts should be	false	4	26	389.52994	566.83984	381.55005	4.4400024	FAAAAH+ArialMT
consulted.	false	4	27	81.0	132.14	370.05103	0.0	FAAAAH+ArialMT
Note:	false	4	27	136.59	166.04999	370.05103	4.449997	FAAAAH+ArialMT
Local regulations may prescribe or limit action to be taken.	false	4	27	170.48999	428.38992	370.05103	4.4400024	FAAAAH+ArialMT
SECTION 7	false	4	28	50.75	103.54	344.00302	2.2200012	FAAABB+Arial-BoldMT
HANDLING AND STORAGE	false	4	28	129.3	258.74	344.00302	2.2200012	FAAABB+Arial-BoldMT
PRECAUTIONS FOR SAFE HANDLING	false	4	29	45.0	226.67	320.25504	0.0	FAAABB+Arial-BoldMT
Avoid contact with used product. Prevent small spills and leakage to avoid slip hazard. Material can accumulate	false	4	30	81.0	576.2599	308.756	0.0	FAAAAH+ArialMT
static charges which may cause an electrical spark (ignition source).	false	4	31	81.0	387.79996	297.25702	0.0	FAAAAH+ArialMT
When the material is handled in bulk, an	false	4	31	392.23996	572.8999	297.25702	4.4400024	FAAAAH+ArialMT
electrical spark could ignite any flammable vapors from liquids or residues that may be present (e.g., during	false	4	32	81.0	557.88983	285.75803	0.0	FAAAAH+ArialMT
switch-loading operations).	false	4	33	81.0	205.51	274.259	0.0	FAAAAH+ArialMT
Use proper bonding and/or earthing procedures.	false	4	33	209.95	428.9799	274.259	4.4400024	FAAAAH+ArialMT
However, bonding and earthing	false	4	33	433.4199	575.1798	274.259	4.4400024	FAAAAH+ArialMT
may not eliminate the hazard from static accumulation.	false	4	34	81.0	328.32996	262.76	0.0	FAAAAH+ArialMT
Consult local applicable standards for guidance.	false	4	34	332.77997	550.6799	262.76	4.450012	FAAAAH+ArialMT
Additional references include American Petroleum Institute 2003 (Protection Against Ignitions Arising out of	false	4	35	81.0	556.80994	251.26102	0.0	FAAAAH+ArialMT
Static, Lightning and Stray Currents) or National Fire Protection Agency 77 (Recommended Practice on Static	false	4	36	81.0	568.44995	239.76202	0.0	FAAAAH+ArialMT
Electricity) or CENELEC CLC/TR 50404 (Electrostatics - Code of practice for the avoidance of hazards due to	false	4	37	81.0	567.8799	228.26303	0.0	FAAAAH+ArialMT
static electricity).	false	4	38	81.0	166.01999	216.76402	0.0	FAAAAH+ArialMT
Static Accumulator:	false	4	39	81.0	181.01999	193.76602	0.0	FAAABB+Arial-BoldMT
This material is a static accumulator.	false	4	39	190.45999	352.17996	193.76602	2.2200012	FAAAAH+ArialMT
Specific Hygiene Measures:	false	4	40	81.0	218.82999	170.76804	0.0	FAAABB+Arial-BoldMT
Always observe good personal hygiene measures, such as washing after	false	4	40	228.27998	554.0099	170.76804	2.2200012	FAAAAH+ArialMT
handling the material and before eating, drinking, and/or smoking.	false	4	41	81.0	377.28992	159.26904	0.0	FAAAAH+ArialMT
Routinely wash work clothing and	false	4	41	381.72992	532.92993	159.26904	4.4400024	FAAAAH+ArialMT
protective equipment to remove contaminants.	false	4	42	81.0	291.65997	147.77005	0.0	FAAAAH+ArialMT
Discard contaminated clothing and footwear that cannot be	false	4	42	296.11	559.59985	147.77005	4.450012	FAAAAH+ArialMT
cleaned. Practice good housekeeping.	false	4	43	81.0	250.56996	136.27104	0.0	FAAAAH+ArialMT
CONDITIONS FOR SAFE STORAGE, INCLUDING ANY INCOMPATIBILITIES	false	4	45	45.0	398.33997	101.774055	0.0	FAAABB+Arial-BoldMT
The	false	4	46	86.0	108.79	90.27503	2.2200012	FAAAAH+ArialMT
type of container used to store the material may affect static accumulation and dissipation.	false	4	46	113.229996	517.32996	90.27503	4.439995	FAAAAH+ArialMT
Do not	false	4	46	521.7699	554.0099	90.27503	4.4399414	FAAAAH+ArialMT
store in open or unlabelled containers.	false	4	47	81.0	256.11	78.77603	0.0	FAAAAH+ArialMT
Product Name:	true	5	2	50.5	133.03299	718.682	2.4420013	FAAAAH+ArialMT
MOBIL SUPER 1000 10W-30	true	5	2	140.359	284.646	718.682	7.326004	FAAAAH+ArialMT
