Sentence	IsHeaderFooter	Page	Line	X1	X2	Y	Padding	Font
Uses advised against:	false	1	17	34.74	152.98502	430.7003	0.0	Arial-BoldMT
Not applicable	false	1	18	34.74	91.33451	419.8403	0.0	ArialMT
1.3 Details of the supplier of the safety data sheet	false	1	19	34.74	299.0854	399.2003	0.0	Arial-BoldMT
Adama Agricultural Solutions UK Ltd, Unit 15, Thatcham Business Village Colthrop Way, Thatcham Berkshire RG19 4LW, UK	false	1	20	34.74	531.6086	388.3403	0.0	ArialMT
Telephone:	false	1	21	34.73999	75.75109	377.9602	0.0	ArialMT
01635 860555, Fax: 01635 861555	false	1	21	80.30788	226.12512	377.9602	0.0	ArialMT
ukenquiries@adama.com	false	1	22	34.73999	138.63527	367.64023	0.0	ArialMT
Qualified person's e-mail address:	false	1	23	34.73999	175.77248	346.94016	0.0	ArialMT
info@chemical-check.de, k.schnurbusch@chemical-check.de  Please DO NOT use for	false	1	23	180.04619	517.66943	346.94016	0.0	ArialMT
requesting Safety Data Sheets.	false	1	24	34.74002	158.4562	336.62018	0.0	ArialMT
1.4 Emergency telephone	false	1	25	34.74	170.19939	305.6003	0.0	Arial-BoldMT
Emergency information services / official advisory body:	false	1	26	34.74	336.66656	292.4603	0.0	Arial-BoldMT
National Chemical Emergency Centre (UK):	false	1	27	34.74	202.7439	281.6003	0.0	ArialMT
01865 407333 (24 hours)	false	1	27	207.05168	310.4387	281.6003	0.0	ArialMT
Telephone number of the company in case of emergencies:	false	1	28	34.74	352.02408	268.9403	0.0	Arial-BoldMT
Tel.:	false	1	29	34.74	47.14763	258.0803	0.0	ArialMT
--	false	1	29	50.249535	65.75907	258.0803	0.0	ArialMT
SECTION 2:	false	1	30	200.4	253.46141	237.4403	0.0	Arial-BoldMT
Hazards identification	false	1	30	259.35712	394.95853	237.4403	0.0	Arial-BoldMT
2.1 Classification of the substance or mixture	false	1	31	34.74	277.30942	209.3603	0.0	Arial-BoldMT
2.1.1 Classification according to Regulation (EC) 1272/2008 (CLP)	false	1	32	34.74	383.58997	196.16072	0.0	Arial-BoldMT
Hazard class	false	1	33	34.74002	103.54918	183.02072	0.0	Arial-BoldMT
Hazard category	false	1	33	141.94553	229.47794	183.02072	38.396347	Arial-BoldMT
Hazard statement	false	1	33	275.91394	369.61008	183.02072	46.436005	Arial-BoldMT
Flam. Liq.	false	1	34	34.74002	84.16913	169.88072	0.0	ArialMT
3	false	1	34	141.95001	148.19223	169.88072	57.780884	ArialMT
H226-Flammable liquid and vapour.	false	1	34	275.92853	454.34552	169.88072	127.7363	ArialMT
Acute Tox.	false	1	35	34.74002	88.45225	156.98018	0.0	ArialMT
4	false	1	35	141.97247	148.21469	156.98018	53.520226	ArialMT
H332-Harmful if inhaled.	false	1	35	275.951	397.38782	156.98018	127.7363	ArialMT
Acute Tox.	false	1	36	34.74002	88.456726	144.02005	0.0	ArialMT
4	false	1	36	141.97807	148.22029	144.02005	53.521347	ArialMT
H302-Harmful if swallowed.	false	1	36	275.95773	413.02142	144.02005	127.73744	ArialMT
Eye Irrit.	false	1	37	34.74002	76.615616	131.1195	0.0	ArialMT
2	false	1	37	141.95676	148.19897	131.1195	65.34114	ArialMT
H319-Causes serious eye irritation.	false	1	37	275.9353	451.75894	131.1195	127.73633	ArialMT
Page  2 of 22	true	2	1	34.74	87.971725	692.3003	0.0	ArialMT
Safety data sheet according to Regulation (EC) No 1907/2006, Annex II	true	2	2	34.74	318.04837	677.6603	0.0	ArialMT
Revised on / Version:	true	2	3	34.74	118.34311	667.2802	0.0	ArialMT
14.08.2014  / 0002	true	2	3	122.52326	201.94621	667.2802	0.0	ArialMT
Replaces revision of / Version:	true	2	4	34.74	156.50876	656.9602	0.0	ArialMT
16.12.2013  / 0001	true	2	4	160.56772	237.68794	656.9602	0.0	ArialMT
Valid from:	true	2	5	34.74	77.88933	646.58014	0.0	ArialMT
14.08.2014	true	2	5	82.20426	129.66852	646.58014	0.0	ArialMT
PDF print date:	true	2	6	34.74	92.5768	636.26013	0.0	ArialMT
22.08.2014	true	2	6	96.708	142.15118	636.26013	0.0	ArialMT
Gandalf	true	2	7	34.74	65.96778	625.9401	0.0	ArialMT
Skin Sens.	false	2	8	34.74	88.43762	603.2603	0.0	ArialMT
1	false	2	8	141.89835	148.14056	603.2603	53.460724	ArialMT
H317-May cause an allergic skin reaction.	false	2	8	275.87686	484.80542	603.2603	127.7363	ArialMT
Asp. Tox.	false	2	9	34.74	82.13815	590.3002	0.0	ArialMT
1	false	2	9	141.95898	148.2012	590.3002	59.82083	ArialMT
H304-May be fatal if swallowed and enters airways.	false	2	9	275.93753	532.3888	590.3002	127.73633	ArialMT
STOT SE	false	2	10	34.74	82.77024	577.39966	0.0	ArialMT
3	false	2	10	141.94214	148.18436	577.39966	59.171898	ArialMT
H336-May cause drowsiness or dizziness.	false	2	10	275.92065	486.06415	577.39966	127.7363	ArialMT
Aquatic Acute	false	2	11	34.73999	104.05101	564.49915	0.0	ArialMT
1	false	2	11	141.90733	148.14955	564.49915	37.856323	ArialMT
H400-Very toxic to aquatic life.	false	2	11	275.88586	428.36975	564.49915	127.73631	ArialMT
Aquatic Chronic	false	2	12	34.73999	114.14969	551.59863	0.0	ArialMT
1	false	2	12	141.89609	148.1383	551.59863	27.746399	ArialMT
H410-Very toxic to aquatic life with long lasting effects.	false	2	12	275.8746	547.7494	551.59863	127.7363	ArialMT
2.1.2 Classification according to Directives 67/548/EEC and 1999/45/EC (including amendments)	false	2	13	34.73999	546.03455	525.7391	0.0	Arial-BoldMT
Xn, Harmful, R20/22	false	2	14	34.74	115.76241	514.8803	0.0	ArialMT
Sensitizising, R43	false	2	15	34.74	105.79865	504.5002	0.0	ArialMT
N, Dangerous for the environment, R50/53	false	2	16	34.74	203.31859	494.18024	0.0	ArialMT
Xn, Harmful, R65	false	2	17	34.74	103.348694	483.80014	0.0	ArialMT
R66	false	2	18	34.74	51.117546	473.48016	0.0	ArialMT
2.2 Label elements	false	2	19	34.74	134.80626	460.8803	0.0	Arial-BoldMT
2.2.1 Labeling according to Regulation (EC) 1272/2008 (CLP)	false	2	20	34.74	356.6854	447.68073	0.0	Arial-BoldMT
Danger	false	2	21	34.74	71.649895	344.3004	0.0	ArialMT
H226-Flammable liquid and vapour.  H332-Harmful if inhaled.  H302-Harmful if swallowed.  H319-Causes serious eye irritation.	false	2	22	34.74	540.6638	312.3803	0.0	ArialMT
H317-May cause an allergic skin reaction.  H304-May be fatal if swallowed and enters airways.  H336-May cause drowsiness or	false	2	23	34.73999	541.03394	302.06033	0.0	ArialMT
dizziness.      H410-Very toxic to aquatic life with long lasting effects.	false	2	24	34.73999	304.98068	291.68024	0.0	ArialMT
P102-Keep out of reach of children.	false	2	25	34.73999	175.46794	270.98016	0.0	ArialMT
P210-Keep away from heat, hot surfaces, sparks, open flames and other ignition sources. No smoking.  P243-Take precautionary	false	2	26	34.73999	549.0719	260.6602	0.0	ArialMT
measures against static discharge.  P261-Avoid breathing vapours or spray.  P270-Do no eat, drink or smoke when using this	false	2	27	34.740906	532.5844	250.2801	0.0	ArialMT
product.  P280-Wear protective gloves and eye protection/face protection.	false	2	28	34.740906	326.54028	239.96011	0.0	ArialMT
P302+P352-IF ON SKIN:	false	2	29	34.740906	121.733635	229.64012	0.0	ArialMT
Wash with plenty of water and soap.  P304+P340-IF INHALED: Remove person to fresh air and keep	false	2	29	126.083275	539.29877	229.64012	0.0	ArialMT
comfortable for breathing.  P305+P351+P338-IF IN EYES:	false	2	30	34.740906	254.447	219.26004	0.0	ArialMT
Rinse cautiously with water for several minutes. Remove contact lenses,	false	2	30	258.5924	557.0611	219.26004	0.0	ArialMT
if present and easy to do. Continue rinsing.  P331-Do NOT induce vomiting.	false	2	31	34.740906	333.532	208.94005	0.0	ArialMT
P501-Dispose of contents/container to an approved waste disposal plant.	false	2	32	34.740906	323.7742	198.55997	0.0	ArialMT
EUH066-Repeated exposure may cause skin dryness or cracking.	false	2	33	34.740906	295.85275	177.8599	0.0	ArialMT
EUH401-To avoid risks to human health and the environment, comply with the instructions for use.	false	2	34	34.740906	423.88385	167.5399	0.0	ArialMT
Page  3 of 22	true	3	1	34.74	87.971725	692.3003	0.0	ArialMT
Safety data sheet according to Regulation (EC) No 1907/2006, Annex II	true	3	2	34.74	318.04837	682.2203	0.0	ArialMT
Revised on / Version:	true	3	3	34.74	118.34311	671.90027	0.0	ArialMT
14.08.2014  / 0002	true	3	3	122.52326	201.94621	671.90027	0.0	ArialMT
Replaces revision of / Version:	true	3	4	34.74	156.50876	661.58026	0.0	ArialMT
16.12.2013  / 0001	true	3	4	160.56772	237.68794	661.58026	0.0	ArialMT
Valid from:	true	3	5	34.74	77.88933	651.2002	0.0	ArialMT
14.08.2014	true	3	5	82.20426	129.66852	651.2002	0.0	ArialMT
PDF print date:	true	3	6	34.74	92.5768	640.8802	0.0	ArialMT
22.08.2014	true	3	6	96.708	142.15118	640.8802	0.0	ArialMT
Gandalf	true	3	7	34.74	65.96778	630.5001	0.0	ArialMT
SP 1 Do not contaminate water with the product or its container (Do not clean application equipment near surface water/Avoid	false	3	8	34.74	533.8948	609.8003	0.0	ArialMT
contamination via drains from farmyards and roads).	false	3	9	34.74	241.42516	599.4803	0.0	ArialMT
Hydrocarbons, C10, aromatics, <1% naphthalene	false	3	10	34.74	230.2019	589.1603	0.0	ArialMT
beta-cyfluthrin	false	3	11	34.74	90.80955	578.7802	0.0	ArialMT
2.3 Other hazards	false	3	12	34.74	129.05354	558.1403	0.0	Arial-BoldMT
The mixture does not contain any vPvB substance (vPvB = very persistent, very bioaccumulative) or is not included under XIII of the	false	3	13	34.74	558.39606	547.2803	0.0	ArialMT
regulation (EC) 1907/2006.	false	3	14	34.74002	142.03206	536.9002	0.0	ArialMT
The mixture does not contain any PBT substance (PBT = persistent, bioaccumulative, toxic) or is not included under XIII of the	false	3	15	34.74002	536.41705	526.5802	0.0	ArialMT
regulation (EC) 1907/2006.	false	3	16	34.74002	142.03206	516.2602	0.0	ArialMT
SECTION 3:	false	3	17	148.56	203.3353	478.5803	0.0	Arial-BoldMT
Composition/information on ingredients	false	3	17	209.42145	446.7811	478.5803	0.0	Arial-BoldMT
Formulation:	false	3	18	34.74	84.383224	453.3803	0.0	ArialMT
Emulsion concentrate	false	3	19	34.74	120.77787	443.06033	0.0	ArialMT
3.1 Substance	false	3	20	34.74	110.3819	430.4003	0.0	Arial-BoldMT
n.a.	false	3	21	34.74	49.649364	419.5403	0.0	ArialMT
3.2 Mixture	false	3	22	34.74	93.47967	409.2203	0.0	Arial-BoldMT
Hydrocarbons, C10, aromatics, <1% naphthalene	false	3	23	34.74	242.44989	398.1203	0.0	Arial-BoldMT
Registration number (REACH)	false	3	24	34.74	162.4388	387.5003	0.0	Arial-BoldMT
01-2119463583-34-XXXX	false	3	24	329.46	431.60406	387.7403	167.0212	ArialMT
Index	false	3	25	34.74	58.144043	376.8203	0.0	Arial-BoldMT
EINECS, ELINCS, NLP	false	3	26	34.74	128.87573	366.2003	0.0	Arial-BoldMT
918-811-1 (REACH-IT List-No.)	false	3	26	329.46	454.35764	366.4403	200.58426	ArialMT
CAS	false	3	27	34.74	53.37133	355.5803	0.0	Arial-BoldMT
(64742-94-5)	false	3	27	329.46	381.08643	355.8203	276.08865	ArialMT
content %	false	3	28	34.74	77.56724	344.9003	0.0	Arial-BoldMT
80-90	false	3	28	329.46	354.8106	345.1404	251.89276	ArialMT
Classification according to Directive 67/548/EEC	false	3	29	34.74	240.1539	334.2803	0.0	Arial-BoldMT
Dangerous for the environment, N, R51	false	3	29	329.46	485.5927	334.5204	89.30609	ArialMT
Dangerous for the environment, R53	false	3	30	329.46	474.1169	324.1403	0.0	ArialMT
Harmful, Xn, R65	false	3	31	329.46	398.12857	313.8203	0.0	ArialMT
R66	false	3	32	329.46	345.89755	303.44022	0.0	ArialMT
R67	false	3	33	329.46	345.89755	293.12024	0.0	ArialMT
Classification according to Regulation (EC) 1272/2008 (CLP)	false	3	34	34.74	290.23795	282.5604	0.0	Arial-BoldMT
Asp. Tox. 1, H304	false	3	34	329.46	401.2209	282.8004	39.222046	ArialMT
STOT SE 3, H336	false	3	35	329.46	401.8928	272.42032	0.0	ArialMT
Aquatic Chronic 2, H411	false	3	36	329.46	426.41025	262.10034	0.0	ArialMT
2-Ethylhexanol	false	3	37	34.74	98.36904	241.1603	0.0	Arial-BoldMT
Registration number (REACH)	false	3	38	34.74	162.4388	230.5403	0.0	Arial-BoldMT
01-2119487289-20-XXXX	false	3	38	329.46	431.60406	230.7803	167.0212	ArialMT
Index	false	3	39	34.74	58.144043	219.8603	0.0	Arial-BoldMT
EINECS, ELINCS, NLP	false	3	40	34.74	128.87573	209.2403	0.0	Arial-BoldMT
203-234-3	false	3	40	329.46	370.19565	209.4803	200.58426	ArialMT
CAS	false	3	41	34.74	53.37133	198.5603	0.0	Arial-BoldMT
CAS 104-76-7	false	3	41	329.46	386.12885	198.8003	276.08865	ArialMT
content %	false	3	42	34.74	77.56724	187.9403	0.0	Arial-BoldMT
1-5	false	3	42	329.46	344.84854	188.1803	251.89276	ArialMT
Classification according to Directive 67/548/EEC	false	3	43	34.74	240.1539	177.2603	0.0	Arial-BoldMT
Harmful, Xn, R20	false	3	43	329.46	398.12857	177.5003	89.30609	ArialMT
Irritant, Xi, R36/37/38	false	3	44	329.46	414.02527	167.18031	0.0	ArialMT
Classification according to Regulation (EC) 1272/2008 (CLP)	false	3	45	34.74	290.23795	156.6203	0.0	Arial-BoldMT
Skin Irrit. 2, H315	false	3	45	329.46	398.69928	156.8604	39.222046	ArialMT
Eye Irrit. 2, H319	false	3	46	329.46	396.59958	146.48032	0.0	ArialMT
Acute Tox. 4, H332	false	3	47	329.46	406.14322	136.16032	0.0	ArialMT
STOT SE 3, H335	false	3	48	329.46	401.8928	125.78024	0.0	ArialMT
Page  4 of 22	true	4	1	34.74	87.971725	692.3003	0.0	ArialMT
Safety data sheet according to Regulation (EC) No 1907/2006, Annex II	true	4	2	34.74	318.04837	682.2203	0.0	ArialMT
Revised on / Version:	true	4	3	34.74	118.34311	671.90027	0.0	ArialMT
14.08.2014  / 0002	true	4	3	122.52326	201.94621	671.90027	0.0	ArialMT
Replaces revision of / Version:	true	4	4	34.74	156.50876	661.58026	0.0	ArialMT
16.12.2013  / 0001	true	4	4	160.56772	237.68794	661.58026	0.0	ArialMT
Valid from:	true	4	5	34.74	77.88933	651.2002	0.0	ArialMT
14.08.2014	true	4	5	82.20426	129.66852	651.2002	0.0	ArialMT
PDF print date:	true	4	6	34.74	92.5768	640.8802	0.0	ArialMT
22.08.2014	true	4	6	96.708	142.15118	640.8802	0.0	ArialMT
Gandalf	true	4	7	34.74	65.96778	630.5001	0.0	ArialMT
Benzenesulfonic acid, C10-C13 alkyl derivatives, calcium salts	false	4	8	34.74	299.60773	599.2403	0.0	Arial-BoldMT
Registration number (REACH)	false	4	9	34.74	162.4388	588.6204	0.0	Arial-BoldMT
01-2119560592-37-XXXX	false	4	9	329.46	431.60406	588.8604	167.0212	ArialMT
Index	false	4	10	34.74	58.144043	577.9403	0.0	Arial-BoldMT
EINECS, ELINCS, NLP	false	4	11	34.74	128.87573	567.3203	0.0	Arial-BoldMT
932-231-6 (REACH-IT List-No.)	false	4	11	329.46	454.35764	567.5603	200.58426	ArialMT
CAS	false	4	12	34.74	53.37133	556.6403	0.0	Arial-BoldMT
CAS ---	false	4	12	329.46	359.32346	556.8803	276.08865	ArialMT
content %	false	4	13	34.74	77.56724	546.0203	0.0	Arial-BoldMT
1-5	false	4	13	329.46	344.84854	546.2603	251.89276	ArialMT
Classification according to Directive 67/548/EEC	false	4	14	34.74	240.1539	535.4003	0.0	Arial-BoldMT
Irritant, Xi, R38	false	4	14	329.46	389.16364	535.6403	89.30609	ArialMT
Irritant, Xi, R41	false	4	15	329.46	389.16364	525.26025	0.0	ArialMT
Classification according to Regulation (EC) 1272/2008 (CLP)	false	4	16	34.74	290.23795	514.7003	0.0	Arial-BoldMT
Skin Irrit. 2, H315	false	4	16	329.46	398.69928	514.9403	39.222046	ArialMT
Eye Dam. 1, H318	false	4	17	329.46	402.50812	504.5602	0.0	ArialMT
Aquatic Chronic 3, H412	false	4	18	329.46	426.41025	494.24023	0.0	ArialMT
Poly(oxy-1,2-ethanediyl), .alpha.-phenyl-.omega.-hydroxy-,	false	4	19	34.74	285.40607	473.3003	0.0	Arial-BoldMT
styrenated	false	4	20	34.74	79.8676	462.68073	0.0	Arial-BoldMT
Registration number (REACH)	false	4	21	34.74	162.4388	452.0003	0.0	Arial-BoldMT
Index	false	4	22	34.74	58.144043	441.3803	0.0	Arial-BoldMT
EINECS, ELINCS, NLP	false	4	23	34.74	128.87573	430.7003	0.0	Arial-BoldMT
CAS	false	4	24	34.74	53.37133	420.0803	0.0	Arial-BoldMT
CAS 104376-75-2	false	4	24	329.46	401.01047	420.3203	276.08865	ArialMT
content %	false	4	25	34.74	77.56724	409.4603	0.0	Arial-BoldMT
1-5	false	4	25	329.46	344.84854	409.7003	251.89276	ArialMT
Classification according to Directive 67/548/EEC	false	4	26	34.74	240.1539	398.7803	0.0	Arial-BoldMT
Dangerous for the environment, R52	false	4	26	329.46	474.1169	399.0203	89.30609	ArialMT
Dangerous for the environment, R53	false	4	27	329.46	474.1169	388.70032	0.0	ArialMT
Classification according to Regulation (EC) 1272/2008 (CLP)	false	4	28	34.74	290.23795	378.0803	0.0	Arial-BoldMT
Aquatic Chronic 3, H412	false	4	28	329.46	426.41025	378.3203	39.222046	ArialMT
beta-cyfluthrin	false	4	29	34.74	96.84623	357.0803	0.0	Arial-BoldMT
Registration number (REACH)	false	4	30	34.74	162.4388	346.4604	0.0	Arial-BoldMT
Index	false	4	31	34.74	58.144043	335.8403	0.0	Arial-BoldMT
607-254-00-7	false	4	31	329.46	383.09042	336.0804	271.31595	ArialMT
EINECS, ELINCS, NLP	false	4	32	34.74	128.87573	325.1603	0.0	Arial-BoldMT
269-855-7	false	4	32	329.46	370.19565	325.4003	200.58426	ArialMT
CAS	false	4	33	34.74	53.37133	314.5403	0.0	Arial-BoldMT
CAS 68359-37-5	false	4	33	329.46	396.02356	314.7803	276.08865	ArialMT
content %	false	4	34	34.74	77.56724	303.8604	0.0	Arial-BoldMT
1-3	false	4	34	329.46	344.84854	304.1003	251.89276	ArialMT
Classification according to Directive 67/548/EEC	false	4	35	34.74	240.1539	293.2404	0.0	Arial-BoldMT
Very toxic, T+, R26/28	false	4	35	329.46	418.28918	293.4803	89.30609	ArialMT
Dangerous for the environment, N, R50	false	4	36	329.46	485.5927	283.1603	0.0	ArialMT
Dangerous for the environment, R53	false	4	37	329.46	474.1169	272.7802	0.0	ArialMT
Classification according to Regulation (EC) 1272/2008 (CLP)	false	4	38	34.74	290.23795	262.2203	0.0	Arial-BoldMT
Acute Tox. 1, H330	false	4	38	329.46	406.14322	262.4603	39.222046	ArialMT
Acute Tox. 1, H300	false	4	39	329.46	406.14322	252.08022	0.0	ArialMT
Aquatic Acute 1, H400 (M=10000)	false	4	40	329.46	464.49512	241.76022	0.0	ArialMT
Aquatic Chronic 1, H410 (M=10000)	false	4	41	329.46	472.3513	231.38014	0.0	ArialMT
For the text of the R-phrases / H-phrases and classification codes (GHS/CLP), see Section 16.	false	4	42	34.740295	408.78848	210.74017	0.0	ArialMT
The substances named in this section are given with their actual, appropriate classification!	false	4	43	34.740295	393.9893	200.36009	0.0	ArialMT
For substances that are listed in appendix VI, table 3.1/3.2 of the regulation (EC) no. 1272/2008 (CLP regulation) this means that all	false	4	44	34.740295	557.2541	190.0401	0.0	ArialMT
notes that may be given here for the named classification have been taken into account.	false	4	45	34.740326	382.75903	179.66002	0.0	ArialMT
SECTION 4:	false	4	46	209.7	264.31967	159.0204	0.0	Arial-BoldMT
First aid measures	false	4	46	270.38852	385.6967	159.0204	0.0	Arial-BoldMT
4.1 Description of first aid measures	false	4	47	34.74	228.49219	130.9403	0.0	Arial-BoldMT
Page  5 of 22	true	5	1	34.74	87.971725	692.3003	0.0	ArialMT
Safety data sheet according to Regulation (EC) No 1907/2006, Annex II	true	5	2	34.74	318.04837	677.1203	0.0	ArialMT
Revised on / Version:	true	5	3	34.74	118.34311	666.74023	0.0	ArialMT
14.08.2014  / 0002	true	5	3	122.52326	201.94621	666.74023	0.0	ArialMT
Replaces revision of / Version:	true	5	4	34.74	156.50876	656.4202	0.0	ArialMT
16.12.2013  / 0001	true	5	4	160.56772	237.68794	656.4202	0.0	ArialMT
Valid from:	true	5	5	34.74	77.88933	646.04016	0.0	ArialMT
14.08.2014	true	5	5	82.20426	129.66852	646.04016	0.0	ArialMT
PDF print date:	true	5	6	34.74	92.5768	635.72015	0.0	ArialMT
22.08.2014	true	5	6	96.708	142.15118	635.72015	0.0	ArialMT
Gandalf	true	5	7	34.74	65.96778	625.40015	0.0	ArialMT
Inhalation	false	5	8	34.74	87.78196	602.4203	0.0	Arial-BoldMT
Remove person from danger area.	false	5	9	34.74	171.43063	591.5004	0.0	ArialMT
Supply person with fresh air and consult doctor according to symptoms.	false	5	10	34.74	317.21616	581.1804	0.0	ArialMT
If the person is unconscious, place in a stable side position and consult a doctor.	false	5	11	34.740005	352.85657	570.8604	0.0	ArialMT
Skin contact	false	5	12	34.74	101.61027	558.2003	0.0	Arial-BoldMT
Remove polluted, soaked clothing immediately, wash thoroughly with plenty of water and soap, in case of irritation of the skin (flare),	false	5	13	34.74	558.3288	547.3403	0.0	ArialMT
consult a doctor.	false	5	14	34.739136	100.34875	536.9602	0.0	ArialMT
Eye contact	false	5	15	34.74	97.653854	524.3604	0.0	Arial-BoldMT
Remove contact lenses.	false	5	16	34.74	130.21492	513.5003	0.0	ArialMT
Wash thoroughly for several minutes using copious water. Seek medical help if necessary.	false	5	17	34.74	391.8472	503.1202	0.0	ArialMT
Ingestion	false	5	18	34.74	84.68556	490.5203	0.0	Arial-BoldMT
Rinse the mouth thoroughly with water.	false	5	19	34.74	188.91185	479.6603	0.0	ArialMT
Do not induce vomiting. Consult doctor immediately.	false	5	20	34.74	240.87775	469.2802	0.0	ArialMT
Danger of aspiration	false	5	21	34.74	115.24645	458.96024	0.0	ArialMT
In case of vomiting, keep head low so that the stomach content does not reach the lungs.	false	5	22	34.74	387.16925	448.58014	0.0	ArialMT
4.2 Most important symptoms and effects, both acute and delayed	false	5	23	34.74	387.70462	435.9803	0.0	Arial-BoldMT
If applicable delayed symptoms and effects can be found in section 11 and the absorption route in section 4.1.	false	5	24	34.74	469.68686	425.1203	0.0	ArialMT
In certain cases, the symptoms of poisoning may only appear after an extended period / after several hours.	false	5	25	34.74	460.56046	414.7402	0.0	ArialMT
Headaches	false	5	26	34.740005	79.89538	404.42023	0.0	ArialMT
Dizziness	false	5	27	34.740005	72.92801	394.04013	0.0	ArialMT
Coordination disorders	false	5	28	34.740005	124.51327	383.72015	0.0	ArialMT
Mental confusion	false	5	29	34.740005	102.30599	373.40018	0.0	ArialMT
Effect on the central nervous system	false	5	30	34.740005	179.55444	363.02008	0.0	ArialMT
Unconsciousness	false	5	31	34.740005	104.73176	352.7001	0.0	ArialMT
With long-term contact:	false	5	32	34.740005	126.81097	342.32	0.0	ArialMT
Drying of the skin.	false	5	33	34.740005	106.26626	332.00003	0.0	ArialMT
Dermatitis (skin inflammation)	false	5	34	34.740005	152.48671	321.61993	0.0	ArialMT
Allergic reaction	false	5	35	34.740005	98.29471	311.29996	0.0	ArialMT
Ingestion:	false	5	36	34.740005	73.45114	300.97998	0.0	ArialMT
Nausea	false	5	37	34.740005	65.51543	290.59988	0.0	ArialMT
Vomiting	false	5	38	34.740005	69.446106	280.2799	0.0	ArialMT
Danger of aspiration	false	5	39	34.740005	115.24646	269.8998	0.0	ArialMT
Oedema of the lungs	false	5	40	34.740005	117.75373	259.57983	0.0	ArialMT
Chemical pneumonitis (condition similar to pneumonia)	false	5	41	34.740005	251.73364	249.19975	0.0	ArialMT
4.3 Indication of any immediate medical attention and special treatment needed	false	5	42	34.74	458.4739	236.6003	0.0	Arial-BoldMT
Gastric lavage (stomach washing) only under endotracheal intubation.	false	5	43	34.74	311.19656	225.7403	0.0	ArialMT
Subsequent observation for pneumonia and pulmonary oedema.	false	5	44	34.74	289.44165	215.36021	0.0	ArialMT
SECTION 5:	false	5	45	200.1	255.0158	194.7203	0.0	Arial-BoldMT
Firefighting measures	false	5	45	261.11755	395.35614	194.7203	0.0	Arial-BoldMT
5.1 Extinguishing media	false	5	46	34.74	163.4295	166.6403	0.0	Arial-BoldMT
Suitable extinguishing media	false	5	47	34.74	190.27887	153.5003	0.0	Arial-BoldMT
CO2	false	5	48	34.74	53.159924	142.5804	0.0	ArialMT
Dry extinguisher	false	5	49	34.74	99.12152	132.2604	0.0	ArialMT
Alcohol resistant foam	false	5	50	34.74	122.779076	121.94042	0.0	ArialMT
Page  6 of 22	true	6	1	34.74	87.971725	692.3003	0.0	ArialMT
Safety data sheet according to Regulation (EC) No 1907/2006, Annex II	true	6	2	34.74	318.04837	677.1203	0.0	ArialMT
Revised on / Version:	true	6	3	34.74	118.34311	666.74023	0.0	ArialMT
14.08.2014  / 0002	true	6	3	122.52326	201.94621	666.74023	0.0	ArialMT
Replaces revision of / Version:	true	6	4	34.74	156.50876	656.4202	0.0	ArialMT
16.12.2013  / 0001	true	6	4	160.56772	237.68794	656.4202	0.0	ArialMT
Valid from:	true	6	5	34.74	77.88933	646.04016	0.0	ArialMT
14.08.2014	true	6	5	82.20426	129.66852	646.04016	0.0	ArialMT
PDF print date:	true	6	6	34.74	92.5768	635.72015	0.0	ArialMT
22.08.2014	true	6	6	96.708	142.15118	635.72015	0.0	ArialMT
Gandalf	true	6	7	34.74	65.96778	625.40015	0.0	ArialMT
